Split Mata Kuliah,NAMA,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Bisnis dan Ekonomi,Teknologi,Seni,Sastra dan Linguistik,Pendidikan,Hukum,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum,highest
Manajemen Proyek Konstruksi,PENDIDIKAN TEKNIK BANGUNAN,0.4,0.2,0.4,0.1,0.0,0.1,0.2,0.1,0.2,0.0,0.5,0.2,0.3,0.35,0.3,0.2,0.1,0.2,11
Teori Tata Rias,PENDIDIKAN TATA RIAS,0.1,0.1,0.1,0.2,0.1,0.1,0.4,0.1,0.7,0.3,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.1,9
Praktek Tata Rias,PENDIDIKAN TATA RIAS,0.1,0.1,0.1,0.2,0.1,0.1,0.4,0.1,0.7,0.3,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.1,9
Kecantikan Kulit,PENDIDIKAN TATA RIAS,0.1,0.1,0.1,0.2,0.1,0.1,0.4,0.1,0.7,0.3,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.1,9
Kecantikan Rambut,PENDIDIKAN TATA RIAS,0.1,0.1,0.1,0.2,0.1,0.1,0.4,0.1,0.7,0.3,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.1,9
Tata Busana,PENDIDIKAN TATA RIAS,0.1,0.1,0.1,0.2,0.1,0.1,0.4,0.1,0.7,0.3,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.1,9
Pendidikan Seni Rupa,PGSD KAMPUS TASIKMALAYA,0.4,0.1,0.7,0.6,0.4,0.2,0.2,0.3,0.2,0.2,0.9,0.3,0.1,0.2,0.3,0.1,0.3,0.3,11
Konservasi Sumber Daya Hutan,PENGELOLAAN HUTAN,0.1,0.4,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.0,0.3,0.3,0.8,0.4,0.4,0.2,0.2,0.3,13
Bioteknologi Kehutanan,PENGELOLAAN HUTAN,0.1,0.4,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.0,0.3,0.3,0.8,0.4,0.4,0.2,0.2,0.3,13
Pengelolaan Hutan Produksi,PENGELOLAAN HUTAN,0.1,0.4,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.0,0.3,0.3,0.8,0.4,0.4,0.2,0.2,0.3,13
Hukum Kehutanan,PENGELOLAAN HUTAN,0.1,0.4,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.0,0.3,0.3,0.8,0.4,0.4,0.2,0.2,0.3,13
Sistem Kelistrikan,PENDIDIKAN TEKNIK ELEKTRO,0.4,0.3,0.4,0.1,0.2,0.1,0.1,0.9,0.1,0.1,0.5,0.2,0.2,0.2,0.1,0.3,0.2,0.2,8
Pemrograman Mikrokontroler,PENDIDIKAN TEKNIK ELEKTRO,0.4,0.3,0.4,0.1,0.2,0.1,0.1,0.9,0.1,0.1,0.5,0.2,0.2,0.2,0.1,0.3,0.2,0.2,8
Komunikasi Data dan Jaringan,PENDIDIKAN TEKNIK ELEKTRO,0.4,0.3,0.4,0.1,0.2,0.1,0.1,0.9,0.1,0.1,0.5,0.2,0.2,0.2,0.1,0.3,0.2,0.2,8
Pengukuran dan Instrumentasi Elektronik,PENDIDIKAN TEKNIK ELEKTRO,0.4,0.3,0.4,0.1,0.2,0.1,0.1,0.9,0.1,0.1,0.5,0.2,0.2,0.2,0.1,0.3,0.2,0.2,8
Pendidikan Anak Berkebutuhan Khusus,PENDIDIKAN KHUSUS,0.2,0.2,0.1,0.35,0.2,0.1,0.1,0.5,0.1,0.1,0.8,0.2,0.2,0.4,0.1,0.6,0.2,0.2,11
Metode Pengajaran Khusus,PENDIDIKAN KHUSUS,0.2,0.2,0.1,0.35,0.2,0.1,0.1,0.5,0.1,0.1,0.8,0.2,0.2,0.4,0.1,0.6,0.2,0.2,11
Penelitian Pendidikan Khusus,PENDIDIKAN KHUSUS,0.2,0.2,0.1,0.35,0.2,0.1,0.1,0.5,0.1,0.1,0.8,0.2,0.2,0.4,0.1,0.6,0.2,0.2,11
Pendidikan Inklusif,PENDIDIKAN KHUSUS,0.2,0.2,0.1,0.35,0.2,0.1,0.1,0.5,0.1,0.1,0.8,0.2,0.2,0.4,0.1,0.6,0.2,0.2,11
Anatomi dan Fisiologi Tubuh Manusia,TEKNOLOGI RADIOLOGI PENCITRAAN,0.6,0.6,0.6,0.1,0.4,0.1,0.2,0.2,0.1,0.0,0.7,0.1,0.3,0.6,0.1,0.3,0.2,0.1,11
Dasar-dasar Radiologi,TEKNOLOGI RADIOLOGI PENCITRAAN,0.6,0.6,0.6,0.1,0.4,0.1,0.2,0.2,0.1,0.0,0.7,0.1,0.3,0.6,0.1,0.3,0.2,0.1,11
Teknik Pencitraan Radiologi,TEKNOLOGI RADIOLOGI PENCITRAAN,0.6,0.6,0.6,0.1,0.4,0.1,0.2,0.2,0.1,0.0,0.7,0.1,0.3,0.6,0.1,0.3,0.2,0.1,11
Fisika Radiologi,TEKNOLOGI RADIOLOGI PENCITRAAN,0.6,0.6,0.6,0.1,0.4,0.1,0.2,0.2,0.1,0.0,0.7,0.1,0.3,0.6,0.1,0.3,0.2,0.1,11
Radiobiologi,TEKNOLOGI RADIOLOGI PENCITRAAN,0.6,0.6,0.6,0.1,0.4,0.1,0.2,0.2,0.1,0.0,0.7,0.1,0.3,0.6,0.1,0.3,0.2,0.1,11
Mekanika Batuan,FAKULTAS TEKNIK PERTAMBANGAN DAN PERMINYAKAN - KAMPUS CIREBON (FTTM-C),0.6,0.6,0.2,0.1,0.2,0.1,0.2,0.0,0.2,0.1,0.3,0.2,0.2,0.1,0.4,0.2,0.1,0.2,1
Teknologi Pengeboran,FAKULTAS TEKNIK PERTAMBANGAN DAN PERMINYAKAN - KAMPUS CIREBON (FTTM-C),0.6,0.6,0.2,0.1,0.2,0.1,0.2,0.0,0.2,0.1,0.3,0.2,0.2,0.1,0.4,0.2,0.1,0.2,1
Rekayasa Reservoir,FAKULTAS TEKNIK PERTAMBANGAN DAN PERMINYAKAN - KAMPUS CIREBON (FTTM-C),0.6,0.6,0.2,0.1,0.2,0.1,0.2,0.0,0.2,0.1,0.3,0.2,0.2,0.1,0.4,0.2,0.1,0.2,1
Pendidikan Sejarah,PEND. SEJARAH,0.2,0.2,0.1,0.3,0.1,0.1,0.1,0.0,0.2,0.3,0.2,0.3,0.2,0.1,0.2,0.4,0.9,0.3,17
Sejarah Peradaban,PEND. SEJARAH,0.2,0.2,0.1,0.3,0.1,0.1,0.1,0.0,0.2,0.3,0.2,0.3,0.2,0.1,0.2,0.4,0.9,0.3,17
Sejarah Asia Tenggara,PEND. SEJARAH,0.2,0.2,0.1,0.3,0.1,0.1,0.1,0.0,0.2,0.3,0.2,0.3,0.2,0.1,0.2,0.4,0.9,0.3,17
Sejarah Arkeologi,PEND. SEJARAH,0.2,0.2,0.1,0.3,0.1,0.1,0.1,0.0,0.2,0.3,0.2,0.3,0.2,0.1,0.2,0.4,0.9,0.3,17
Manajemen Bisnis Kreatif,BISNIS KREATIF,0.5,0.1,0.2,0.2,0.0,0.1,0.8,0.2,0.6,0.1,0.2,0.3,0.2,0.0,0.3,0.5,0.2,0.3,7
Kreativitas dan Inovasi,BISNIS KREATIF,0.5,0.1,0.2,0.2,0.0,0.1,0.8,0.2,0.6,0.1,0.2,0.3,0.2,0.0,0.3,0.5,0.2,0.3,7
Ekonomi Kreatif,BISNIS KREATIF,0.5,0.1,0.2,0.2,0.0,0.1,0.8,0.2,0.6,0.1,0.2,0.3,0.2,0.0,0.3,0.5,0.2,0.3,7
Analisis dan Perancangan Sistem Informasi,PENDIDIKAN TEKNOLOGI INFORMASI,0.6,0.3,0.2,0.1,0.1,0.1,0.7,0.8,0.3,0.1,0.6,0.3,0.2,0.3,0.1,0.4,0.2,0.3,8
E-Business,ADMINISTRASI PERKANTORAN DIGITAL,0.2,0.2,0.2,0.2,0.1,0.1,0.7,0.8,0.2,0.1,0.3,0.6,0.2,0.2,0.2,0.4,0.2,0.6,8
Manajemen Proyek,ADMINISTRASI PERKANTORAN DIGITAL,0.2,0.2,0.2,0.2,0.1,0.1,0.7,0.8,0.2,0.1,0.3,0.6,0.2,0.2,0.2,0.4,0.2,0.6,8
Etnografi,ANTROPOLOGI BUDAYA,0.3,0.3,0.1,0.4,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,4
Metode Penelitian Kualitatif,ANTROPOLOGI BUDAYA,0.3,0.3,0.1,0.4,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,4
Antropologi Visual,ANTROPOLOGI BUDAYA,0.3,0.3,0.1,0.4,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,4
Teori Budaya,ANTROPOLOGI BUDAYA,0.3,0.3,0.1,0.4,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,4
Teori Akuntansi,EKONOMI AKUNTANSI,0.7,0.1,0.1,0.2,0.1,0.0,0.6,0.3,0.1,0.1,0.3,0.2,0.0,0.1,0.2,0.2,0.1,0.2,1
Perencanaan Wilayah dan Kota,PERENCANAAN WILAYAH DAN KOTA (PWK),0.2,0.1,0.1,0.2,0.0,0.1,0.2,0.1,0.3,0.0,0.3,0.2,0.4,0.1,0.3,0.1,0.3,0.2,13
Pengantar Perencanaan,PERENCANAAN WILAYAH DAN KOTA (PWK),0.2,0.1,0.1,0.2,0.0,0.1,0.2,0.1,0.3,0.0,0.3,0.2,0.4,0.1,0.3,0.1,0.3,0.2,13
Perkotaan dan Perdesaan,PERENCANAAN WILAYAH DAN KOTA (PWK),0.2,0.1,0.1,0.2,0.0,0.1,0.2,0.1,0.3,0.0,0.3,0.2,0.4,0.1,0.3,0.1,0.3,0.2,13
Transportasi dan Lalu Lintas,PERENCANAAN WILAYAH DAN KOTA (PWK),0.2,0.1,0.1,0.2,0.0,0.1,0.2,0.1,0.3,0.0,0.3,0.2,0.4,0.1,0.3,0.1,0.3,0.2,13
Komunikasi Audio Visual,ANIMASI,0.2,0.3,0.2,0.3,0.1,0.1,0.1,0.5,0.7,0.1,0.3,0.1,0.2,0.0,0.2,0.5,0.2,0.1,9
Pemodelan 3D,ANIMASI,0.2,0.3,0.2,0.3,0.1,0.1,0.1,0.5,0.7,0.1,0.3,0.1,0.2,0.0,0.2,0.5,0.2,0.1,9
Pengembangan Game,ANIMASI,0.2,0.3,0.2,0.3,0.1,0.1,0.1,0.5,0.7,0.1,0.3,0.1,0.2,0.0,0.2,0.5,0.2,0.1,9
Pengelolaan Keuangan Publik,MANAJEMEN DAN KEBIJAKAN PUBLIK,0.2,0.1,0.1,0.6,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.3,0.2,0.4,0.1,0.2,0.2,0.3,4
Kepemimpinan Organisasi Publik,MANAJEMEN DAN KEBIJAKAN PUBLIK,0.2,0.1,0.1,0.6,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.3,0.2,0.4,0.1,0.2,0.2,0.3,4
Toksikologi Lingkungan,KESEHATAN LINGKUNGAN,0.3,0.9,0.2,0.3,0.4,0.2,0.1,0.1,0.2,0.0,0.3,0.3,0.7,0.7,0.4,0.3,0.2,0.3,2
Epidemiologi Lingkungan,KESEHATAN LINGKUNGAN,0.3,0.9,0.2,0.3,0.4,0.2,0.1,0.1,0.2,0.0,0.3,0.3,0.7,0.7,0.4,0.3,0.2,0.3,2
Sanitasi Lingkungan,KESEHATAN LINGKUNGAN,0.3,0.9,0.2,0.3,0.4,0.2,0.1,0.1,0.2,0.0,0.3,0.3,0.7,0.7,0.4,0.3,0.2,0.3,2
Patiseri,PENDIDIKAN VOKASIONAL SENI KULINER,0.2,0.1,0.1,0.1,0.1,0.1,0.5,0.0,0.8,0.1,0.2,0.2,0.3,0.1,0.2,0.2,0.2,0.2,9
Teknik Dasar Masak,PENDIDIKAN VOKASIONAL SENI KULINER,0.2,0.1,0.1,0.1,0.1,0.1,0.5,0.0,0.8,0.1,0.2,0.2,0.3,0.1,0.2,0.2,0.2,0.2,9
Kebersihan dan Keselamatan Pangan,PENDIDIKAN VOKASIONAL SENI KULINER,0.2,0.1,0.1,0.1,0.1,0.1,0.5,0.0,0.8,0.1,0.2,0.2,0.3,0.1,0.2,0.2,0.2,0.2,9
Dessert Decoration,PENDIDIKAN VOKASIONAL SENI KULINER,0.2,0.1,0.1,0.1,0.1,0.1,0.5,0.0,0.8,0.1,0.2,0.2,0.3,0.1,0.2,0.2,0.2,0.2,9
Pengantar Teknik Kelautan,TEKNIK KELAUTAN,0.35,0.2,0.4,0.3,0.4,0.1,0.3,0.1,0.1,0.0,0.2,0.3,0.7,0.1,0.4,0.2,0.3,0.3,13
Hidrodinamika,TEKNIK KELAUTAN,0.35,0.2,0.4,0.3,0.4,0.1,0.3,0.1,0.1,0.0,0.2,0.3,0.7,0.1,0.4,0.2,0.3,0.3,13
Dinamika Struktur Offshore,TEKNIK KELAUTAN,0.35,0.2,0.4,0.3,0.4,0.1,0.3,0.1,0.1,0.0,0.2,0.3,0.7,0.1,0.4,0.2,0.3,0.3,13
Sistem Propulsi Kapal,TEKNIK KELAUTAN,0.35,0.2,0.4,0.3,0.4,0.1,0.3,0.1,0.1,0.0,0.2,0.3,0.7,0.1,0.4,0.2,0.3,0.3,13
Manajemen Proyek Kelautan,TEKNIK KELAUTAN,0.35,0.2,0.4,0.3,0.4,0.1,0.3,0.1,0.1,0.0,0.2,0.3,0.7,0.1,0.4,0.2,0.3,0.3,13
Pajak Bumi dan Bangunan,ADMINISTRASI PERPAJAKAN,0.3,0.1,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.5,0.3,0.1,0.0,0.1,0.2,0.4,0.3,11
Hukum Perpajakan,ADMINISTRASI PERPAJAKAN,0.3,0.1,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.5,0.3,0.1,0.0,0.1,0.2,0.4,0.3,11
Kebijakan Fiskal,ADMINISTRASI PERPAJAKAN,0.3,0.1,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.5,0.3,0.1,0.0,0.1,0.2,0.4,0.3,11
Akuntansi Pajak,ADMINISTRASI PERPAJAKAN,0.3,0.1,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.5,0.3,0.1,0.0,0.1,0.2,0.4,0.3,11
Pengantar Perencanaan Wilayah & Kota,PERENCANAAN WILAYAH & KOTA,0.5,0.3,0.3,0.3,0.1,0.1,0.3,0.1,0.55,0.1,0.3,0.4,0.8,0.2,0.7,0.2,0.3,0.4,13
Teori Perencanaan Wilayah,PERENCANAAN WILAYAH & KOTA,0.5,0.3,0.3,0.3,0.1,0.1,0.3,0.1,0.55,0.1,0.3,0.4,0.8,0.2,0.7,0.2,0.3,0.4,13
Metode Perencanaan Kota,PERENCANAAN WILAYAH & KOTA,0.5,0.3,0.3,0.3,0.1,0.1,0.3,0.1,0.55,0.1,0.3,0.4,0.8,0.2,0.7,0.2,0.3,0.4,13
Perencanaan Transportasi,PERENCANAAN WILAYAH & KOTA,0.5,0.3,0.3,0.3,0.1,0.1,0.3,0.1,0.55,0.1,0.3,0.4,0.8,0.2,0.7,0.2,0.3,0.4,13
Perencanaan Sumber Daya Alam,PERENCANAAN WILAYAH & KOTA,0.5,0.3,0.3,0.3,0.1,0.1,0.3,0.1,0.55,0.1,0.3,0.4,0.8,0.2,0.7,0.2,0.3,0.4,13
Perpustakaan Digital,PERPUSTAKAAN DAN ILMU INFORMASI,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.8,0.1,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,8
Manajemen Informasi,PERPUSTAKAAN DAN ILMU INFORMASI,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.8,0.1,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,8
Pengembangan koleksi informasi,PERPUSTAKAAN DAN ILMU INFORMASI,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.8,0.1,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,8
Dasar-dasar Pertanian,AGRONOMI,0.2,0.4,0.2,0.2,0.3,0.1,0.7,0.45,0.1,0.1,0.1,0.1,0.4,0.1,0.3,0.1,0.2,0.1,7
Filsafat Bahasa Jawa,PENDIDIKAN BAHASA JAWA,0.1,0.3,0.2,0.3,0.1,0.1,0.0,0.2,0.1,0.6,0.6,0.2,0.3,0.2,0.2,0.3,0.3,0.2,10
Sejarah Bahasa Jawa,PENDIDIKAN BAHASA JAWA,0.1,0.3,0.2,0.3,0.1,0.1,0.0,0.2,0.1,0.6,0.6,0.2,0.3,0.2,0.2,0.3,0.3,0.2,10
Tata Bahasa Jawa,PENDIDIKAN BAHASA JAWA,0.1,0.3,0.2,0.3,0.1,0.1,0.0,0.2,0.1,0.6,0.6,0.2,0.3,0.2,0.2,0.3,0.3,0.2,10
Sastra Jawa Kuno,PENDIDIKAN BAHASA JAWA,0.1,0.3,0.2,0.3,0.1,0.1,0.0,0.2,0.1,0.6,0.6,0.2,0.3,0.2,0.2,0.3,0.3,0.2,10
Linguistik Bahasa Jawa,PENDIDIKAN BAHASA JAWA,0.1,0.3,0.2,0.3,0.1,0.1,0.0,0.2,0.1,0.6,0.6,0.2,0.3,0.2,0.2,0.3,0.3,0.2,10
Beton Pracetak,TEKNIK SIPIL DAN LINGKUNGAN,0.6,0.3,0.7,0.1,0.1,0.1,0.3,0.3,0.2,0.1,0.4,0.2,0.6,0.1,0.3,0.1,0.3,0.2,3
Drainase Lingkungan,TEKNIK SIPIL DAN LINGKUNGAN,0.6,0.3,0.7,0.1,0.1,0.1,0.3,0.3,0.2,0.1,0.4,0.2,0.6,0.1,0.3,0.1,0.3,0.2,3
Teknik pengukuran,TEKNIK SIPIL DAN LINGKUNGAN,0.6,0.3,0.7,0.1,0.1,0.1,0.3,0.3,0.2,0.1,0.4,0.2,0.6,0.1,0.3,0.1,0.3,0.2,3
Ilmu Ternak,ILMU DAN INDUSTRI PETERNAKAN,0.2,0.3,0.2,0.1,0.55,0.1,0.2,0.2,0.1,0.0,0.2,0.4,0.3,0.3,0.2,0.2,0.2,0.4,5
Genetika Ternak,ILMU DAN INDUSTRI PETERNAKAN,0.2,0.3,0.2,0.1,0.55,0.1,0.2,0.2,0.1,0.0,0.2,0.4,0.3,0.3,0.2,0.2,0.2,0.4,5
Kesehatan Ternak,ILMU DAN INDUSTRI PETERNAKAN,0.2,0.3,0.2,0.1,0.55,0.1,0.2,0.2,0.1,0.0,0.2,0.4,0.3,0.3,0.2,0.2,0.2,0.4,5
Sistem Reproduksi Ternak,ILMU DAN INDUSTRI PETERNAKAN,0.2,0.3,0.2,0.1,0.55,0.1,0.2,0.2,0.1,0.0,0.2,0.4,0.3,0.3,0.2,0.2,0.2,0.4,5
Pendidikan Guru Pendidikan Anak Usia Dini,PEND. GURU PAUD,0.5,0.2,0.2,0.2,0.1,0.1,0.2,0.5,0.2,0.1,0.7,0.1,0.4,0.1,0.2,0.2,0.2,0.1,11
Dasar-dasar Bahasa Jerman,PENDIDIKAN BAHASA JERMAN,0.0,0.0,0.1,0.3,0.1,0.1,0.2,0.1,0.2,0.6,0.7,0.1,0.15,0.1,0.2,0.6,0.2,0.1,11
Tata Bahasa Bahasa Jerman,PENDIDIKAN BAHASA JERMAN,0.0,0.0,0.1,0.3,0.1,0.1,0.2,0.1,0.2,0.6,0.7,0.1,0.15,0.1,0.2,0.6,0.2,0.1,11
Sastra Jerman,PENDIDIKAN BAHASA JERMAN,0.0,0.0,0.1,0.3,0.1,0.1,0.2,0.1,0.2,0.6,0.7,0.1,0.15,0.1,0.2,0.6,0.2,0.1,11
Sejarah Bahasa Jerman,PENDIDIKAN BAHASA JERMAN,0.0,0.0,0.1,0.3,0.1,0.1,0.2,0.1,0.2,0.6,0.7,0.1,0.15,0.1,0.2,0.6,0.2,0.1,11
Linguistik Bahasa Jerman,PENDIDIKAN BAHASA JERMAN,0.0,0.0,0.1,0.3,0.1,0.1,0.2,0.1,0.2,0.6,0.7,0.1,0.15,0.1,0.2,0.6,0.2,0.1,11
Pengantar Teknologi Informasi,PENGELOLAAN ARSIP DAN REKAMAN INFORMASI,0.65,0.3,0.4,0.2,0.2,0.1,0.4,0.55,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,1
Sistem Informasi ,PENGELOLAAN ARSIP DAN REKAMAN INFORMASI,0.65,0.3,0.4,0.2,0.2,0.1,0.4,0.55,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,1
Pengelolaan Arsip dan Rekaman Informasi,PENGELOLAAN ARSIP DAN REKAMAN INFORMASI,0.65,0.3,0.4,0.2,0.2,0.1,0.4,0.55,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.1,1
Video Editing,TEKNOLOGI REKAYASA MULTIMEDIA,0.3,0.2,0.3,0.1,0.1,0.0,0.2,0.7,0.5,0.1,0.2,0.2,0.4,0.1,0.2,0.3,0.2,0.2,8
Teknik Konstruksi Bangunan,TEKNIK ALAT BERAT,0.3,0.3,0.3,0.1,0.1,0.1,0.35,0.1,0.2,0.0,0.3,0.1,0.3,0.1,0.3,0.2,0.1,0.1,7
Teknik Jalan dan Jembatan,TEKNIK ALAT BERAT,0.3,0.3,0.3,0.1,0.1,0.1,0.35,0.1,0.2,0.0,0.3,0.1,0.3,0.1,0.3,0.2,0.1,0.1,7
Teknik Pondasi,TEKNIK ALAT BERAT,0.3,0.3,0.3,0.1,0.1,0.1,0.35,0.1,0.2,0.0,0.3,0.1,0.3,0.1,0.3,0.2,0.1,0.1,7
Teknik Struktur,TEKNIK ALAT BERAT,0.3,0.3,0.3,0.1,0.1,0.1,0.35,0.1,0.2,0.0,0.3,0.1,0.3,0.1,0.3,0.2,0.1,0.1,7
Teknik Geoteknik,TEKNIK ALAT BERAT,0.3,0.3,0.3,0.1,0.1,0.1,0.35,0.1,0.2,0.0,0.3,0.1,0.3,0.1,0.3,0.2,0.1,0.1,7
Perencanaan Agribisnis,MANAJEMEN AGRIBISNIS,0.4,0.3,0.2,0.3,0.4,0.1,0.7,0.1,0.1,0.0,0.3,0.2,0.4,0.3,0.3,0.4,0.2,0.2,7
Agribisnis Pertanian,MANAJEMEN AGRIBISNIS,0.4,0.3,0.2,0.3,0.4,0.1,0.7,0.1,0.1,0.0,0.3,0.2,0.4,0.3,0.3,0.4,0.2,0.2,7
Desain Jalan,PERANCANGAN JALAN DAN JEMBATAN,0.6,0.3,0.6,0.1,0.3,0.25,0.2,0.1,0.3,0.0,0.2,0.1,0.3,0.1,0.2,0.2,0.1,0.1,1
Analisis Struktur Jembatan,PERANCANGAN JALAN DAN JEMBATAN,0.6,0.3,0.6,0.1,0.3,0.25,0.2,0.1,0.3,0.0,0.2,0.1,0.3,0.1,0.2,0.2,0.1,0.1,1
Topografi dan Survey,PERANCANGAN JALAN DAN JEMBATAN,0.6,0.3,0.6,0.1,0.3,0.25,0.2,0.1,0.3,0.0,0.2,0.1,0.3,0.1,0.2,0.2,0.1,0.1,1
Konsep Pendidikan Anak Usia Dini,PENDIDIKAN ANAK USIA DINI,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.5,0.1,0.7,0.2,0.3,0.2,0.2,0.35,0.2,0.2,11
Metodologi Pembelajaran Anak Usia Dini,PENDIDIKAN ANAK USIA DINI,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.5,0.1,0.7,0.2,0.3,0.2,0.2,0.35,0.2,0.2,11
Psikologi Perkembangan Anak,PENDIDIKAN ANAK USIA DINI,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.5,0.1,0.7,0.2,0.3,0.2,0.2,0.35,0.2,0.2,11
Seni dan Kreativitas Anak Usia Dini,PENDIDIKAN ANAK USIA DINI,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.5,0.1,0.7,0.2,0.3,0.2,0.2,0.35,0.2,0.2,11
Konseling Karir,BIMB. KONSELING,0.2,0.2,0.1,0.6,0.3,0.1,0.2,0.1,0.2,0.1,0.6,0.3,0.2,0.2,0.2,0.3,0.2,0.3,4
Konseling Psikologi,BIMB. KONSELING,0.2,0.2,0.1,0.6,0.3,0.1,0.2,0.1,0.2,0.1,0.6,0.3,0.2,0.2,0.2,0.3,0.2,0.3,4
Aktuaria Keuangan,SAINS AKTUARIA,0.7,0.3,0.1,0.1,0.1,0.1,0.65,0.2,0.1,0.1,0.4,0.3,0.1,0.2,0.2,0.1,0.2,0.3,1
Matematika Aktuaria,SAINS AKTUARIA,0.7,0.3,0.1,0.1,0.1,0.1,0.65,0.2,0.1,0.1,0.4,0.3,0.1,0.2,0.2,0.1,0.2,0.3,1
Asuransi dan Manajemen Risiko,SAINS AKTUARIA,0.7,0.3,0.1,0.1,0.1,0.1,0.65,0.2,0.1,0.1,0.4,0.3,0.1,0.2,0.2,0.1,0.2,0.3,1
Ilmu Politik,ILMU ADM. NEGARA,0.2,0.1,0.1,0.2,0.1,0.1,0.35,0.2,0.2,0.1,0.3,0.5,0.3,0.1,0.2,0.3,0.2,0.5,12
Administrasi Negara,ILMU ADM. NEGARA,0.2,0.1,0.1,0.2,0.1,0.1,0.35,0.2,0.2,0.1,0.3,0.5,0.3,0.1,0.2,0.3,0.2,0.5,12
Ilmu Pemerintahan,ILMU ADM. NEGARA,0.2,0.1,0.1,0.2,0.1,0.1,0.35,0.2,0.2,0.1,0.3,0.5,0.3,0.1,0.2,0.3,0.2,0.5,12
Sosiologi Politik,ILMU ADM. NEGARA,0.2,0.1,0.1,0.2,0.1,0.1,0.35,0.2,0.2,0.1,0.3,0.5,0.3,0.1,0.2,0.3,0.2,0.5,12
Data Mining,TEKNOLOGI SAINS DATA,0.55,0.7,0.2,0.2,0.3,0.1,0.5,0.9,0.2,0.1,0.2,0.2,0.2,0.4,0.2,0.3,0.1,0.2,8
Big Data,TEKNOLOGI SAINS DATA,0.55,0.7,0.2,0.2,0.3,0.1,0.5,0.9,0.2,0.1,0.2,0.2,0.2,0.4,0.2,0.3,0.1,0.2,8
Pemrograman Mobile,PENDIDIKAN TEKNOLOGI INFORMATIKA DAN KOMPUTER,0.65,0.3,0.2,0.1,0.2,0.1,0.4,0.9,0.1,0.1,0.7,0.1,0.1,0.2,0.1,0.2,0.2,0.1,8
Teknik Proses,TEKNOLOGI BIOPROSES,0.4,0.3,0.3,0.0,0.8,0.5,0.2,0.1,0.1,0.0,0.3,0.1,0.8,0.2,0.2,0.1,0.2,0.1,5
Mikrobiologi Industri,TEKNOLOGI BIOPROSES,0.4,0.3,0.3,0.0,0.8,0.5,0.2,0.1,0.1,0.0,0.3,0.1,0.8,0.2,0.2,0.1,0.2,0.1,5
Pemodelan Proses,TEKNOLOGI BIOPROSES,0.4,0.3,0.3,0.0,0.8,0.5,0.2,0.1,0.1,0.0,0.3,0.1,0.8,0.2,0.2,0.1,0.2,0.1,5
Rekayasa Protein,TEKNOLOGI BIOPROSES,0.4,0.3,0.3,0.0,0.8,0.5,0.2,0.1,0.1,0.0,0.3,0.1,0.8,0.2,0.2,0.1,0.2,0.1,5
Biologi Dasar,FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM - IPA (FMIPA-IPA),0.6,0.5,0.6,0.2,0.8,0.6,0.3,0.6,0.1,0.1,0.2,0.2,0.5,0.2,0.2,0.1,0.2,0.2,5
