KODE,NAMA,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO,PERGURUAN TINGGI
621013,FISIKA,Sarjana,30,29,Tidak Ada,UNIVERSITAS MATARAM
621014,KIMIA,Sarjana,30,71,Tidak Ada,UNIVERSITAS MATARAM
621015,PETERNAKAN,Sarjana,150,376,Tidak Ada,UNIVERSITAS MATARAM
621016,PENDIDIKAN DOKTER,Sarjana,113,1470,Tidak Ada,UNIVERSITAS MATARAM
621017,ILMU DAN TEKNOLOGI PANGAN,Sarjana,75,333,Tidak Ada,UNIVERSITAS MATARAM
621018,KETEKNIKAN PERTANIAN,Sarjana,75,250,Tidak Ada,UNIVERSITAS MATARAM
621019,BUDIDAYA PERAIRAN,Sarjana,50,57,Tidak Ada,UNIVERSITAS MATARAM
621020,TEKNIK INFORMATIKA,Sarjana,75,1487,Tidak Ada,UNIVERSITAS MATARAM
621021,FARMASI,Sarjana,48,1054,Tidak Ada,UNIVERSITAS MATARAM
621022,ILMU TANAH,Sarjana,50,124,Tidak Ada,UNIVERSITAS MATARAM
621023,ILMU KELAUTAN,Sarjana,50,121,Tidak Ada,UNIVERSITAS MATARAM
621024,ARSITEKTUR,Sarjana,50,371,Tidak Ada,UNIVERSITAS MATARAM
621025,ILMU LINGKUNGAN,Sarjana,30,150,Tidak Ada,UNIVERSITAS MATARAM
621026,EKONOMI PEMBANGUNAN,Sarjana,100,748,Tidak Ada,UNIVERSITAS MATARAM
621027,MANAJEMEN,Sarjana,150,2129,Tidak Ada,UNIVERSITAS MATARAM
621028,AKUNTANSI,Sarjana,100,1299,Tidak Ada,UNIVERSITAS MATARAM
621029,ILMU HUKUM,Sarjana,240,1268,Tidak Ada,UNIVERSITAS MATARAM
621030,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,105,459,Tidak Ada,UNIVERSITAS MATARAM
621031,PENDIDIKAN BAHASA INGGRIS,Sarjana,125,526,Tidak Ada,UNIVERSITAS MATARAM
621032,PENDIDIKAN PANCASLA DAN KEWARGANEGARAAN,Sarjana,80,301,Tidak Ada,UNIVERSITAS MATARAM
621033,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,150,1412,Tidak Ada,UNIVERSITAS MATARAM
621034,PENDIDIKAN ANAK USIA DINI,Sarjana,60,255,Tidak Ada,UNIVERSITAS MATARAM
621035,ILMU HUBUNGAN INTERNASIONAL,Sarjana,75,588,Tidak Ada,UNIVERSITAS MATARAM
621036,ILMU KOMUNIKASI,Sarjana,60,1052,Tidak Ada,UNIVERSITAS MATARAM
621037,SOSIOLOGI,Sarjana,75,298,Tidak Ada,UNIVERSITAS MATARAM
621038,PENDIDIKAN SOSIOLOGI,Sarjana,70,277,Tidak Ada,UNIVERSITAS MATARAM
621048,STATISTIKA,Sarjana,30,151,Tidak Ada,UNIVERSITAS MATARAM
621039,PERPAJAKAN,Diploma Tiga,75,260,Tidak Ada,UNIVERSITAS MATARAM
621043,AKUNTANSI,Diploma Tiga,75,85,Tidak Ada,UNIVERSITAS MATARAM
621044,AGRIBISNIS PETERNAKAN,Diploma Tiga,38,31,Tidak Ada,UNIVERSITAS MATARAM
621047,PARIWISATA,Diploma Tiga,75,167,Tidak Ada,UNIVERSITAS MATARAM
631001,PENDIDIKAN MATEMATIKA,Sarjana,50,178,Tidak Ada,UNIVERSITAS NUSA CENDANA
631002,PENDIDIKAN BIOLOGI,Sarjana,36,174,Tidak Ada,UNIVERSITAS NUSA CENDANA
631003,PENDIDIKAN FISIKA,Sarjana,36,85,Tidak Ada,UNIVERSITAS NUSA CENDANA
631004,PENDIDIKAN KIMIA,Sarjana,32,98,Tidak Ada,UNIVERSITAS NUSA CENDANA
631005,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,36,68,Tidak Ada,UNIVERSITAS NUSA CENDANA
631006,PENDIDIKAN TEKNIK MESIN,Sarjana,27,99,Tidak Ada,UNIVERSITAS NUSA CENDANA
631007,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,36,107,Tidak Ada,UNIVERSITAS NUSA CENDANA
631008,AGRONOMI,Sarjana,90,151,Tidak Ada,UNIVERSITAS NUSA CENDANA
631009,AGRIBISNIS,Sarjana,77,245,Tidak Ada,UNIVERSITAS NUSA CENDANA
631010,ILMU PETERNAKAN,Sarjana,180,314,Tidak Ada,UNIVERSITAS NUSA CENDANA
631011,KESEHATAN MASYARAKAT,Sarjana,68,1115,Tidak Ada,UNIVERSITAS NUSA CENDANA
631012,MATEMATIKA,Sarjana,50,68,Tidak Ada,UNIVERSITAS NUSA CENDANA
631013,BIOLOGI,Sarjana,45,98,Tidak Ada,UNIVERSITAS NUSA CENDANA
631014,FISIKA,Sarjana,32,26,Tidak Ada,UNIVERSITAS NUSA CENDANA
631015,KIMIA,Sarjana,41,45,Tidak Ada,UNIVERSITAS NUSA CENDANA
631016,TEKNIK SIPIL,Sarjana,45,719,Tidak Ada,UNIVERSITAS NUSA CENDANA
631017,TEKNIK ELEKTRO,Sarjana,45,272,Tidak Ada,UNIVERSITAS NUSA CENDANA
631018,TEKNIK MESIN,Sarjana,56,183,Tidak Ada,UNIVERSITAS NUSA CENDANA
631019,ILMU KOMPUTER,Sarjana,50,1075,Tidak Ada,UNIVERSITAS NUSA CENDANA
631020,ARSITEKTUR,Sarjana,36,195,Tidak Ada,UNIVERSITAS NUSA CENDANA
631021,TEKNIK PERTAMBANGAN,Sarjana,36,178,Tidak Ada,UNIVERSITAS NUSA CENDANA
631022,PENDIDIKAN DOKTER,Sarjana,50,761,Tidak Ada,UNIVERSITAS NUSA CENDANA
631023,BUDIDAYA PERIKANAN,Sarjana,45,72,Tidak Ada,UNIVERSITAS NUSA CENDANA
631024,KEDOKTERAN HEWAN,Sarjana,36,208,Tidak Ada,UNIVERSITAS NUSA CENDANA
631025,KEHUTANAN,Sarjana,36,190,Tidak Ada,UNIVERSITAS NUSA CENDANA
631026,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,36,64,Tidak Ada,UNIVERSITAS NUSA CENDANA
631027,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,72,222,Tidak Ada,UNIVERSITAS NUSA CENDANA
631028,PENDIDIKAN BAHASA INGGRIS,Sarjana,72,248,Tidak Ada,UNIVERSITAS NUSA CENDANA
631029,PENDIDIKAN PANCASLA DAN KEWARGANEGARAAN,Sarjana,41,506,Tidak Ada,UNIVERSITAS NUSA CENDANA
631030,PENDIDIKAN EKONOMI,Sarjana,41,135,Tidak Ada,UNIVERSITAS NUSA CENDANA
631031,PENDIDIKAN GEOGRAFI,Sarjana,63,198,Tidak Ada,UNIVERSITAS NUSA CENDANA
631032,PENDIDIKAN SEJARAH,Sarjana,41,163,Tidak Ada,UNIVERSITAS NUSA CENDANA
631033,BIMBINGAN KONSELING,Sarjana,41,340,Tidak Ada,UNIVERSITAS NUSA CENDANA
631034,PENDIDIKAN LUAR SEKOLAH,Sarjana,41,46,Tidak Ada,UNIVERSITAS NUSA CENDANA
631035,PENDIDIKAN ANAK USIA DINI,Sarjana,41,244,Tidak Ada,UNIVERSITAS NUSA CENDANA
631036,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,81,1084,Tidak Ada,UNIVERSITAS NUSA CENDANA
631037,ILMU HUKUM,Sarjana,126,884,Tidak Ada,UNIVERSITAS NUSA CENDANA
631038,ADMINISTRASI NEGARA,Sarjana,126,628,Tidak Ada,UNIVERSITAS NUSA CENDANA
631039,ILMU ADMINISTRASI NIAGA,Sarjana,113,315,Tidak Ada,UNIVERSITAS NUSA CENDANA
631040,SOSIOLOGI,Sarjana,59,208,Tidak Ada,UNIVERSITAS NUSA CENDANA
631041,ILMU KOMUNIKASI,Sarjana,90,705,Tidak Ada,UNIVERSITAS NUSA CENDANA
631042,ILMU POLITIK,Sarjana,82,178,Tidak Ada,UNIVERSITAS NUSA CENDANA
631043,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Sarjana,54,79,Pendidikan Jasmani dan Olahraga,UNIVERSITAS NUSA CENDANA
631044,EKONOMI PEMBANGUNAN,Sarjana,54,183,Tidak Ada,UNIVERSITAS NUSA CENDANA
631045,AKUNTANSI,Sarjana,104,1139,Tidak Ada,UNIVERSITAS NUSA CENDANA
631046,MANAJEMEN,Sarjana,131,976,Tidak Ada,UNIVERSITAS NUSA CENDANA
631047,PSIKOLOGI,Sarjana,36,417,Tidak Ada,UNIVERSITAS NUSA CENDANA
631049,FARMASI,Sarjana,23,932,Tidak Ada,UNIVERSITAS NUSA CENDANA
631048,TEKNIK PEMBUATAN TENUN IKAT,Diploma Tiga,18,7,Tidak Ada,UNIVERSITAS NUSA CENDANA
632001,AGRIBISNIS,Sarjana,50,98,Tidak Ada,UNIVERSITAS TIMOR
632002,AGROTEKNOLOGI,Sarjana,48,73,Tidak Ada,UNIVERSITAS TIMOR
632003,PETERNAKAN,Sarjana,50,124,Tidak Ada,UNIVERSITAS TIMOR
632004,PENDIDIKAN BIOLOGI,Sarjana,62,105,Tidak Ada,UNIVERSITAS TIMOR
632005,PENDIDIKAN MATEMATIKA,Sarjana,48,43,Tidak Ada,UNIVERSITAS TIMOR
632006,BIOLOGI,Sarjana,48,44,Tidak Ada,UNIVERSITAS TIMOR
632007,MATEMATIKA,Sarjana,24,23,Tidak Ada,UNIVERSITAS TIMOR
632008,KIMIA,Sarjana,36,29,Tidak Ada,UNIVERSITAS TIMOR
632009,TEKNOLOGI INFORMASI,Sarjana,74,534,Tidak Ada,UNIVERSITAS TIMOR
632010,ADMINISTRASI NEGARA,Sarjana,132,284,Tidak Ada,UNIVERSITAS TIMOR
632011,ILMU PEMERINTAHAN,Sarjana,112,187,Tidak Ada,UNIVERSITAS TIMOR
632012,PENDIDIKAN BAHASA INDONESIA,Sarjana,62,87,Tidak Ada,UNIVERSITAS TIMOR
632013,PENDIDIKAN BAHASA INGGRIS,Sarjana,60,54,Tidak Ada,UNIVERSITAS TIMOR
632014,MANAJEMEN,Sarjana,134,385,Tidak Ada,UNIVERSITAS TIMOR
632015,EKONOMI PEMBANGUNAN,Sarjana,102,96,Tidak Ada,UNIVERSITAS TIMOR
632016,KEPERAWATAN,Diploma Tiga,38,40,Tidak Ada,UNIVERSITAS TIMOR
711001,MATEMATIKA,Sarjana,70,148,Tidak Ada,UNIVERSITAS HASANUDDIN
711002,FISIKA,Sarjana,63,95,Tidak Ada,UNIVERSITAS HASANUDDIN
711003,KESEHATAN MASYARAKAT,Sarjana,175,1489,Tidak Ada,UNIVERSITAS HASANUDDIN
711004,FARMASI,Sarjana,90,1985,Tidak Ada,UNIVERSITAS HASANUDDIN
711005,KIMIA,Sarjana,77,153,Tidak Ada,UNIVERSITAS HASANUDDIN
711006,BIOLOGI,Sarjana,91,132,Tidak Ada,UNIVERSITAS HASANUDDIN
711007,PENDIDIKAN DOKTER,Sarjana,131,3681,Tidak Ada,UNIVERSITAS HASANUDDIN
711008,AGROTEKNOLOGI,Sarjana,150,370,Tidak Ada,UNIVERSITAS HASANUDDIN
711009,ILMU DAN TEKNOLOGI PANGAN,Sarjana,78,239,Tidak Ada,UNIVERSITAS HASANUDDIN
711010,AGRIBISNIS,Sarjana,120,532,Tidak Ada,UNIVERSITAS HASANUDDIN
711011,TEKNIK PERTANIAN,Sarjana,78,289,Tidak Ada,UNIVERSITAS HASANUDDIN
711012,TEKNIK SIPIL,Sarjana,79,1128,Tidak Ada,UNIVERSITAS HASANUDDIN
711013,TEKNIK MESIN,Sarjana,80,444,Tidak Ada,UNIVERSITAS HASANUDDIN
711014,TEKNIK ELEKTRO,Sarjana,96,496,Tidak Ada,UNIVERSITAS HASANUDDIN
711015,TEKNIK PERKAPALAN,Sarjana,55,211,Tidak Ada,UNIVERSITAS HASANUDDIN
711016,TEKNIK GEOLOGI,Sarjana,66,498,Tidak Ada,UNIVERSITAS HASANUDDIN
711017,PENDIDIKAN DOKTER GIGI,Sarjana,75,1755,Tidak Ada,UNIVERSITAS HASANUDDIN
711018,ARSITEKTUR,Sarjana,60,539,Tidak Ada,UNIVERSITAS HASANUDDIN
711019,KEHUTANAN,Sarjana,191,509,Tidak Ada,UNIVERSITAS HASANUDDIN
711020,GEOFISIKA,Sarjana,70,129,Tidak Ada,UNIVERSITAS HASANUDDIN
711021,STATISTIKA,Sarjana,50,320,Tidak Ada,UNIVERSITAS HASANUDDIN
711022,GIZI,Sarjana,75,913,Tidak Ada,UNIVERSITAS HASANUDDIN
711023,ILMU KELAUTAN,Sarjana,188,224,Tidak Ada,UNIVERSITAS HASANUDDIN
711024,BUDIDAYA PERAIRAN,Sarjana,113,71,Tidak Ada,UNIVERSITAS HASANUDDIN
711025,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,113,109,Tidak Ada,UNIVERSITAS HASANUDDIN
711026,PEMANFAATAN SUMBER DAYA PERIKANAN,Sarjana,113,137,Tidak Ada,UNIVERSITAS HASANUDDIN
711027,AGROBISNIS PERIKANAN,Sarjana,113,110,Tidak Ada,UNIVERSITAS HASANUDDIN
711028,KEPERAWATAN,Sarjana,75,920,Tidak Ada,UNIVERSITAS HASANUDDIN
711029,PETERNAKAN,Sarjana,203,362,Tidak Ada,UNIVERSITAS HASANUDDIN
711030,TEKNIK KELAUTAN,Sarjana,85,116,Tidak Ada,UNIVERSITAS HASANUDDIN
711031,TEKNIK INDUSTRI,Sarjana,60,684,Tidak Ada,UNIVERSITAS HASANUDDIN
711032,TEKNIK SISTEM PERKAPALAN,Sarjana,62,141,Tidak Ada,UNIVERSITAS HASANUDDIN
711033,TEKNIK PENGEMBANGAN WILAYAH KOTA,Sarjana,59,400,Tidak Ada,UNIVERSITAS HASANUDDIN
711034,TEKNIK PERTAMBANGAN,Sarjana,52,1588,Tidak Ada,UNIVERSITAS HASANUDDIN
711035,TEKNIK INFORMATIKA,Sarjana,60,2019,Tidak Ada,UNIVERSITAS HASANUDDIN
711036,FISIOTERAPI,Sarjana,40,400,Tidak Ada,UNIVERSITAS HASANUDDIN
711037,TEKNIK LINGKUNGAN,Sarjana,60,401,Tidak Ada,UNIVERSITAS HASANUDDIN
711038,KEDOKTERAN HEWAN,Sarjana,65,439,Tidak Ada,UNIVERSITAS HASANUDDIN
711039,PSIKOLOGI,Sarjana,53,1338,Tidak Ada,UNIVERSITAS HASANUDDIN
711040,SISTEM INFORMASI,Sarjana,50,804,Tidak Ada,UNIVERSITAS HASANUDDIN
711041,ILMU AKTUARIA,Sarjana,48,228,Tidak Ada,UNIVERSITAS HASANUDDIN
711042,REKAYASA KEHUTANAN,Sarjana,68,75,Tidak Ada,UNIVERSITAS HASANUDDIN
711045,ILMU TANAH,Sarjana,78,115,Tidak Ada,UNIVERSITAS HASANUDDIN
711046,PROTEKSI TANAMAN,Sarjana,78,136,Tidak Ada,UNIVERSITAS HASANUDDIN
711047,KONSERVASI HUTAN,Sarjana,54,141,Tidak Ada,UNIVERSITAS HASANUDDIN
711048,TEKNOLOGI HASIL PERIKANAN,Sarjana,75,55,Tidak Ada,UNIVERSITAS HASANUDDIN
711054,MANAJEMEN,Sarjana,150,1908,Tidak Ada,UNIVERSITAS HASANUDDIN
711055,ILMU HUKUM,Sarjana,160,2176,Tidak Ada,UNIVERSITAS HASANUDDIN
711056,ILMU POLITIK,Sarjana,40,270,Tidak Ada,UNIVERSITAS HASANUDDIN
711057,ANTROPOLOGI SOSIAL,Sarjana,63,184,Tidak Ada,UNIVERSITAS HASANUDDIN
711058,ILMU SEJARAH,Sarjana,50,85,Tidak Ada,UNIVERSITAS HASANUDDIN
711059,ILMU KOMUNIKASI,Sarjana,50,1142,Tidak Ada,UNIVERSITAS HASANUDDIN
711060,SOSIOLOGI,Sarjana,70,178,Tidak Ada,UNIVERSITAS HASANUDDIN
711061,AKUNTANSI,Sarjana,140,1299,Tidak Ada,UNIVERSITAS HASANUDDIN
711062,ILMU PEMERINTAHAN,Sarjana,60,388,Tidak Ada,UNIVERSITAS HASANUDDIN
711063,ILMU HUBUNGAN INTERNASIONAL,Sarjana,60,786,Tidak Ada,UNIVERSITAS HASANUDDIN
711064,ADMINISTRASI PUBLIK,Sarjana,60,579,Tidak Ada,UNIVERSITAS HASANUDDIN
711065,SASTRA INDONESIA,Sarjana,75,164,Tidak Ada,UNIVERSITAS HASANUDDIN
711066,SASTRA DAERAH,Sarjana,50,38,Tidak Ada,UNIVERSITAS HASANUDDIN
711067,SASTRA ARAB,Sarjana,50,159,Tidak Ada,UNIVERSITAS HASANUDDIN
711068,SASTRA INGGRIS,Sarjana,57,407,Tidak Ada,UNIVERSITAS HASANUDDIN
711069,SASTRA PERANCIS,Sarjana,50,44,Tidak Ada,UNIVERSITAS HASANUDDIN
711070,ARKEOLOGI,Sarjana,50,94,Tidak Ada,UNIVERSITAS HASANUDDIN
711071,SASTRA JEPANG,Sarjana,75,143,Tidak Ada,UNIVERSITAS HASANUDDIN
711072,EKONOMI PEMBANGUNAN,Sarjana,150,594,Tidak Ada,UNIVERSITAS HASANUDDIN
711073,HUKUM ADMINISTRASI NEGARA,Sarjana,70,472,Tidak Ada,UNIVERSITAS HASANUDDIN
711074,BAHASA MANDARIN DAN KEBUDAYAAN TIONGKOK,Sarjana,33,112,Tidak Ada,UNIVERSITAS HASANUDDIN
711077,PARIWISATA,Sarjana,50,345,Tidak Ada,UNIVERSITAS HASANUDDIN
711043,TEKNOLOGI PRODUKSI TERNAK,Sarjana Terapan,35,5,Tidak Ada,UNIVERSITAS HASANUDDIN
711044,TEKNOLOGI PRODUKSI TANAMAN PANGAN,Sarjana Terapan,35,25,Tidak Ada,UNIVERSITAS HASANUDDIN
711049,AGRIBISNIS PANGAN,Sarjana Terapan,35,61,Tidak Ada,UNIVERSITAS HASANUDDIN
711050,TEKNOLOGI PAKAN TERNAK,Sarjana Terapan,35,11,Tidak Ada,UNIVERSITAS HASANUDDIN
711051,AGRIBISNIS PETERNAKAN,Sarjana Terapan,35,36,Tidak Ada,UNIVERSITAS HASANUDDIN
711052,TERAPI GIGI,Sarjana Terapan,35,168,Tidak Ada,UNIVERSITAS HASANUDDIN
711053,BUDI DAYA LAUT DAN PANTAI,Sarjana Terapan,35,18,Tidak Ada,UNIVERSITAS HASANUDDIN
711075,DESTINASI PARIWISATA,Sarjana Terapan,35,46,Tidak Ada,UNIVERSITAS HASANUDDIN
712001,PENDIDIKAN MATEMATIKA,Sarjana,56,266,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712002,PENDIDIKAN FISIKA,Sarjana,29,78,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712003,PENDIDIKAN KIMIA,Sarjana,29,69,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712004,PENDIDIKAN BIOLOGI,Sarjana,56,222,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712005,MATEMATIKA,Sarjana,29,82,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712006,FISIKA,Sarjana,15,36,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712007,KIMIA,Sarjana,27,67,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712008,BIOLOGI,Sarjana,31,106,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712009,GEOGRAFI,Sarjana,29,110,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712010,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,44,84,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712011,PENDIDIKAN TEKNIK ELEKTRONIKA,Sarjana,15,43,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712012,PENDIDIKAN TEKNIK MESIN,Sarjana,27,99,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712013,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,29,99,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712014,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,15,73,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712015,ILMU KEOLAHRAGAAN,Sarjana,44,98,Pendidikan Jasmani dan Olahraga,UNIVERSITAS NEGERI MAKASSAR
712016,PENDIDIKAN TEKNIK INFORMATIKA DAN KOMPUTER,Sarjana,117,1290,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712018,PENDIDIKAN MATEMATIKA,Sarjana,15,19,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712019,DESAIN KOMUNIKASI VISUAL,Sarjana,88,181,"Seni Rupa, Desain, dan Kriya",UNIVERSITAS NEGERI MAKASSAR
712022,PENDIDIKAN TEKNOLOGI PERTANIAN,Sarjana,44,235,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712023,PENDIDIKAN ILMU PENDIDIKAN ALAM,Sarjana,29,103,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712025,STATISTIKA,Sarjana,63,237,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712026,PENDIDIKAN VOKASIONAL MEKATRONIKA,Sarjana,15,22,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712027,TEKNIK KOMPUTER,Sarjana,73,1043,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712028,ADMINISTRASI KESEHATAN,Sarjana,126,990,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712029,GIZI,Sarjana,126,930,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712030,ARSITEKTUR,Sarjana,56,326,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712036,FISIOTERAPI,Sarjana,60,338,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712037,PENDIDIKAN GEOGRAFI,Sarjana,41,118,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712038,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,59,198,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712039,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Sarjana,215,462,Pendidikan Jasmani dan Olahraga,UNIVERSITAS NEGERI MAKASSAR
712040,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,75,203,Pendidikan Jasmani dan Olahraga,UNIVERSITAS NEGERI MAKASSAR
712041,ADMINISTRASI PENDIDIKAN,Sarjana,47,267,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712042,TEKNOLOGI PENDIDIKAN,Sarjana,44,118,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712043,BIMBINGAN DAN KONSELING,Sarjana,47,929,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712044,PENDIDIKAN LUAR SEKOLAH,Sarjana,35,41,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712045,PENDIDIKAN LUAR BIASA,Sarjana,47,93,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712046,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,106,505,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712047,PENDIDIKAN BAHASA INGGRIS,Sarjana,122,459,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712048,SASTRA INDONESIA,Sarjana,66,135,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712049,SASTRA INGGRIS,Sarjana,88,365,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712050,PENDIDIKAN BAHASA JERMAN,Sarjana,35,40,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712051,PENDIDIKAN PANCASLA DAN KEWARGANEGARAAN,Sarjana,35,212,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712052,PENDIDIKAN SOSIOLOGI,Sarjana,35,166,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712053,PENDIDIKAN SEJARAH,Sarjana,35,197,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712054,MANAJEMEN,Sarjana,126,2220,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712055,SOSIOLOGI,Sarjana,35,154,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712056,PSIKOLOGI,Sarjana,137,1728,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712057,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,125,1380,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712058,PENDIDIKAN ANAK USIA DINI,Sarjana,60,281,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712061,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,Sarjana,40,108,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712062,ADMINISTRASI NEGARA,Sarjana,70,817,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712063,PENDIDIKAN EKONOMI,Sarjana,63,199,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712064,PENDIDIKAN GEOGRAFI,Sarjana,15,19,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712065,EKONOMI PEMBANGUNAN,Sarjana,47,287,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712066,AKUNTANSI,Sarjana,79,1116,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712067,"PENDIDIKAN SENI DRAMA, TARI, DAN MUSIK",Sarjana,58,82,Sendratasik,UNIVERSITAS NEGERI MAKASSAR
712068,PENDIDIKAN SENI RUPA,Sarjana,31,50,"Seni Rupa, Desain, dan Kriya",UNIVERSITAS NEGERI MAKASSAR
712070,SENI TARI,Sarjana,16,39,Tari,UNIVERSITAS NEGERI MAKASSAR
712071,PENDIDIKAN ADMINISTRASI PERKANTORAN,Sarjana,59,547,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712073,PENDIDIKAN AKUNTANSI,Sarjana,44,125,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712074,PENDIDIKAN ANTROPOLOGI,Sarjana,40,83,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712075,PENDIDIKAN BAHASA DAN SASTRA DAERAH,Sarjana,49,71,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712076,PENDIDIKAN BAHASA ARAB,Sarjana,66,210,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712077,ILMU ADMINISTRASI BISNIS,Sarjana,65,626,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712078,PENDIDIKAN BAHASA MANDARIN,Sarjana,17,49,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712079,KEWIRAUSAHAAN,Sarjana,63,279,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712080,BISNIS DIGITAL,Sarjana,47,555,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712093,HUKUM BISNIS,Sarjana,63,534,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712031,MESIN OTOMOTIF,Sarjana Terapan,27,79,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712032,TEKNIK ELEKTRONIKA,Sarjana Terapan,16,43,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712033,TEKNIK MESIN,Sarjana Terapan,44,203,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712034,TEKNIK ELEKTRO,Sarjana Terapan,59,177,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712035,TEKNIK SIPIL BANGUNAN GEDUNG,Sarjana Terapan,73,289,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712081,TATA BOGA,Sarjana Terapan,29,162,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712082,AKUNTANSI,Sarjana Terapan,44,82,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712083,BAHASA INGGRIS,Sarjana Terapan,49,40,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
712092,TATA BUSANA,Diploma Tiga,15,173,Tidak Ada,UNIVERSITAS NEGERI MAKASSAR
