ID,NAMA,PEMINAT 2023,Description,for_who,Mata Kuliah,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Teknologi,Bisnis dan Ekonomi,Seni,Sastra dan Linguistik,Pendidikan,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum
209,PENDIDIKAN MANAJEMEN PERKANTORAN,704,"Jurusan Pendidikan Manajemen Perkantoran merupakan program studi yang mempelajari tentang praktik manajemen di lingkungan perkantoran. Melalui program ini, mahasiswa akan belajar tentang berbagai keterampilan manajemen yang diperlukan untuk mengelola operasi perkantoran dengan efisien. Selain itu, mahasiswa juga akan mempelajari tentang teknologi informasi yang digunakan dalam manajemen perkantoran, komunikasi bisnis, administrasi perkantoran, serta berbagai aspek lain yang terkait dengan pengelolaan perkantoran. Program studi ini bertujuan untuk menghasilkan lulusan yang memiliki pemahaman yang mendalam tentang manajemen perkantoran sehingga mampu menjadi profesional yang kompeten di bidang ini.","Jurusan Pendidikan Manajemen Perkantoran adalah jurusan yang cocok untuk orang yang memiliki minat dan bakat dalam bidang manajemen administrasi, organisasi, dan teknologi perkantoran. Para mahasiswa jurusan ini akan belajar tentang pengelolaan informasi, penggunaan teknologi dalam pengelolaan kantor, serta keterampilan komunikasi dan kepemimpinan yang diperlukan dalam lingkungan kantor. Mereka juga akan mempelajari tentang perencanaan dan pengawasan administrasi kantor, serta strategi manajemen yang efektif untuk meningkatkan produktivitas dan efisiensi kerja. Jurusan ini sangat cocok untuk orang yang memiliki minat dalam dunia bisnis, manajemen, dan administrasi perkantoran.","1. Komunikasi Bisnis
2. Manajemen Sumber Daya Manusia
3. Manajemen Keuangan
4. Manajemen Operasional
5. Perilaku Organisasi
6. Etika Bisnis
7. Administrasi Perkantoran
8. Keamanan Informasi
9. Pengelolaan Arsip
10. Sistem Informasi Manajemen",0.50,0.30,0.20,0.20,0.10,0.10,0.50,0.55,0.20,0.10,0.30,0.30,0.10,0.20,0.60,0.20,0.50
210,TEKNIK ALAT BERAT,702,"Teknik Alat Berat adalah jurusan kuliah yang mempelajari tentang perencanaan, pengembangan, dan pemeliharaan alat berat seperti truk, excavator, bulldozer, dan lain sebagainya. Mahasiswa jurusan ini akan memperdalam pengetahuan mereka tentang mesin-mesin berat tersebut serta cara mengoperasikannya dengan aman dan efisien. Mereka juga akan mempelajari tentang prinsip-prinsip desain, konstruksi, dan perawatan alat berat agar dapat bekerja di industri konstruksi, pertambangan, maupun industri lain yang membutuhkan penggunaan alat berat. Sebagai lulusan Teknik Alat Berat, mereka akan memiliki kemampuan untuk merencanakan, merawat, dan mengoperasikan alat berat dengan baik sesuai dengan standar keselamatan dan efisiensi kerja.","Jurusan Teknik Alat Berat adalah jurusan yang cocok untuk orang yang menyukai dunia konstruksi dan ingin bekerja dengan mesin-mesin besar seperti excavator, bulldozer, dan crane. Orang yang memilih jurusan ini biasanya memiliki kemampuan teknis yang baik, serta minat yang tinggi dalam melakukan perawatan, perbaikan, dan pengoperasian alat berat tersebut. Mereka harus memiliki keahlian khusus dalam mengoperasikan alat berat dengan aman dan efisien. Selain itu, jurusan ini juga cocok bagi orang yang ingin bekerja di bidang konstruksi, pertambangan, atau perkebunan yang membutuhkan penggunaan alat berat untuk menyelesaikan berbagai proyek secara efisien.","1. Teknik Konstruksi Bangunan
2. Teknik Jalan dan Jembatan
3. Teknik Pondasi
4. Teknik Struktur
5. Teknik Geoteknik
6. Teknik Transportasi
7. Teknik Hidrolik dan Pneumatik
8. Teknik Instrumentasi
9. Teknik Pemeliharaan Alat Berat
10. Teknik Operasional Alat Berat",0.30,0.30,0.30,0.10,0.10,0.10,0.10,0.35,0.20,0.00,0.30,0.30,0.10,0.30,0.20,0.10,0.10
211,MANAJEMEN AGRIBISNIS,700,"Manajemen Agribisnis adalah jurusan kuliah yang fokus pada pengelolaan bisnis di sektor pertanian dan agribisnis. Mahasiswa dalam jurusan ini akan mempelajari tentang manajemen sumber daya manusia, keuangan, pemasaran, dan operasi yang terkait dengan bisnis di sektor pertanian. Mereka juga akan mempelajari tentang tren pasar, teknologi pertanian, kebijakan pemerintah, dan isu-isu lingkungan yang terkait dengan agribisnis. Pada akhir program studi, mahasiswa diharapkan memiliki kemampuan untuk mengelola bisnis pertanian dengan efisien dan berkelanjutan serta dapat berkontribusi dalam pengembangan sektor pertanian yang lebih maju.","Jurusan Manajemen Agribisnis adalah jurusan yang cocok untuk orang yang menyukai bidang pertanian dan bisnis. Mahasiswa jurusan ini akan belajar tentang manajemen dalam konteks pertanian, mulai dari perencanaan hingga pemasaran produk pertanian. Mereka juga akan mempelajari cara mengelola usaha pertanian agar dapat berkembang dan menghasilkan keuntungan. Selain itu, mahasiswa akan belajar tentang keberlanjutan lingkungan dalam produksi pertanian. Jurusan ini membuka peluang karir sebagai manajer perkebunan, agribisnis, konsultan pertanian, atau menjadi pengusaha pertanian. Bagi yang memiliki minat dalam bidang pertanian dan bisnis, jurusan Manajemen Agribisnis merupakan pilihan yang tepat.","1. Pengantar Ekonomi
2. Perencanaan Agribisnis
3. Pengantar Bisnis
4. Agribisnis Pertanian
5. Pemasaran Agribisnis
6. Manajemen Sumber Daya Manusia
7. Analisis Pasar Agribisnis
8. Keuangan Agribisnis
9. Manajemen Produksi Agribisnis
10. Etika Bisnis",0.40,0.30,0.20,0.30,0.40,0.10,0.10,0.70,0.10,0.00,0.30,0.40,0.30,0.30,0.40,0.20,0.20
212,PERANCANGAN JALAN DAN JEMBATAN,687,"Perancangan jalan dan jembatan adalah salah satu jurusan kuliah yang mempelajari tentang perencanaan, desain, konstruksi, dan pemeliharaan jalan dan jembatan. Para mahasiswa jurusan ini akan belajar tentang pengukuran dan analisis kondisi jalan serta jembatan yang ada, pemilihan material yang sesuai untuk konstruksi, metode desain struktur jalan dan jembatan, serta pertimbangan keamanan dan keandalan dalam proses perancangan.

Selain itu, mahasiswa jurusan perancangan jalan dan jembatan juga akan mempelajari tentang teknologi terbaru dalam bidang infrastruktur transportasi, pengelolaan proyek konstruksi, regulasi dan kebijakan terkait pembangunan jalan dan jembatan, serta berbagai aspek lingkungan dan sosial yang harus dipertimbangkan dalam proses perencanaan. Jurusan ini menuntut keahlian dalam bidang rekayasa sipil dan kesadaran akan pentingnya infrastruktur transportasi yang efisien dan berkelanjutan bagi masa depan.","Jurusan perancangan jalan dan jembatan adalah jurusan yang cocok bagi orang yang menyukai perencanaan, desain, dan konstruksi infrastruktur transportasi. Mereka yang memilih jurusan ini harus memiliki minat dalam memecahkan masalah teknis, mengembangkan solusi kreatif, dan bekerja dalam tim proyek konstruksi. Selain itu, keahlian dalam pemodelan dan analisis struktur jalan dan jembatan juga sangat diperlukan. Para mahasiswa jurusan ini akan belajar tentang prinsip-prinsip desain sipil, manajemen proyek konstruksi, dan teknologi material konstruksi. Dengan lulus dari jurusan ini, mereka akan siap untuk bekerja di industri konstruksi dan mendukung pembangunan infrastruktur yang berkualitas.","1. Perencanaan Transportasi
2. Desain Jalan
3. Analisis Struktur Jembatan
4. Manajemen Proyek Konstruksi
5. Topografi dan Survey
6. Mekanika Tanah
7. Teknik Sipil Lanjutan
8. Bahan Konstruksi
9. Drainase dan Irigasi
10. Rehabilitasi Infrastruktur Jalan",0.60,0.30,0.60,0.10,0.30,0.25,0.10,0.20,0.30,0.00,0.20,0.30,0.10,0.20,0.20,0.10,0.10
213,PENDIDIKAN ANAK USIA DINI,678,"Pendidikan Anak Usia Dini adalah jurusan kuliah yang membahas tentang pendidikan dan perkembangan anak-anak usia dini, biasanya mulai dari usia 0-6 tahun. Jurusan ini mempelajari teori-teori pendidikan yang berfokus pada pertumbuhan dan perkembangan anak pada tahapan-tahapan awal kehidupan. Mahasiswa jurusan ini akan mempelajari berbagai metode pembelajaran yang sesuai dengan karakteristik anak usia dini, serta teknik-teknik pengajaran yang dapat meningkatkan kemampuan anak dalam berinteraksi dengan lingkungan sekitarnya. Selain itu, mahasiswa akan mempelajari juga tentang peran orang tua dan lingkungan dalam memberikan pendidikan yang terbaik bagi anak usia dini. Jurusan ini juga mempersiapkan mahasiswa untuk menjadi seorang pendidik yang paham akan perkembangan anak, serta mampu memberikan pembelajaran yang sesuai dengan karakteristik dan kebutuhan anak usia dini.","Jurusan Pendidikan Anak Usia Dini adalah jurusan yang cocok bagi orang yang menyukai interaksi dengan anak-anak, memiliki kepedulian terhadap perkembangan anak, dan memiliki ketertarikan akan dunia pendidikan. Melalui jurusan ini, seseorang akan belajar tentang berbagai metode dan strategi dalam mendidik anak usia dini, serta memahami psikologi anak dan cara mengelola lingkungan pembelajaran yang sesuai dengan perkembangan anak. Selain itu, jurusan ini juga mengajarkan tentang tata cara pendekatan keluarga dalam mendukung pertumbuhan anak. Dengan demikian, jurusan ini sangat cocok bagi individu yang memiliki passion dalam membantu dan membimbing perkembangan anak-anak secara holistik.","1. Konsep Pendidikan Anak Usia Dini
2. Metodologi Pembelajaran Anak Usia Dini
3. Psikologi Perkembangan Anak
4. Kesehatan Anak
5. Seni dan Kreativitas Anak Usia Dini
6. Pendidikan Karakter Anak Usia Dini
7. Pengembangan Bahasa Anak
8. Olahraga dan Gerak Anak Usia Dini
9. Penelitian dalam Pendidikan Anak Usia Dini
10. Penilaian dan Evaluasi Pendidikan Anak Usia Dini",0.10,0.10,0.10,0.20,0.20,0.10,0.10,0.10,0.50,0.10,0.70,0.30,0.20,0.20,0.35,0.20,0.20
214,SAINS AKTUARIA,671," Jurusan Aktuaria adalah sebuah jurusan yang mempelajari tentang pemodelan risiko keuangan, pengelolaan asuransi, dan perhitungan statistik dalam konteks keuangan. Mahasiswa jurusan ini akan belajar tentang teori probabilitas, statistik, keuangan, dan matematika yang sangat mendalam. Mereka juga akan belajar cara menggunakan data untuk membuat keputusan yang berkaitan dengan risiko keuangan dan keuangan perusahaan. Jurusan ini memberikan landasan yang kuat bagi mahasiswa untuk bekerja di bidang asuransi, investasi, perbankan, dan jasa keuangan lainnya. Para lulusan jurusan ini memiliki keterampilan yang sangat diminati di pasar kerja karena keahlian mereka dalam mengelola risiko keuangan dan membuat keputusan yang berdasarkan data dan analisis statistik.","Jurusan Sains Aktuaria adalah jurusan untuk orang yang menyukai matematika, statistika, dan keuangan. Mereka yang memilih jurusan ini biasanya memiliki keterampilan analitis yang tinggi dan minat dalam menyelesaikan masalah kompleks terkait risiko dan keuangan. Aktuaria juga merupakan profesi yang sangat dibutuhkan dalam industri asuransi, investasi, dan perbankan. Selain itu, peluang karir yang menjanjikan juga menjadi daya tarik utama bagi para mahasiswa yang memilih jurusan ini. Dengan menggabungkan keahlian dalam matematika dan keuangan, lulusan jurusan Sains Aktuaria dapat menjadi ahli yang sangat dihormati dan dihargai dalam industri keuangan.","1. Aktuaria Keuangan
2. Matematika Aktuaria
3. Probabilitas dan Statistika
4. Asuransi dan Manajemen Risiko
5. Ekonomi Keuangan
6. Metode Statistika
7. Asuransi Jiwa
8. Matematika Keuangan
9. Analisis Data
10. Manajemen Risiko Keuangan",0.70,0.30,0.10,0.10,0.10,0.10,0.20,0.65,0.10,0.10,0.40,0.10,0.20,0.20,0.10,0.20,0.30
215,TEKNOLOGI SAINS DATA,645,"Teknologi Sains Data merupakan jurusan kuliah yang mempelajari tentang pengembangan dan penerapan teknologi dalam analisis, pengolahan, dan penyimpanan data. Mahasiswa jurusan ini akan mempelajari berbagai konsep dan teknik dalam pengolahan data, termasuk pembelajaran mesin, analisis data, visualisasi data, dan pengelolaan data besar. Mereka juga akan belajar tentang aplikasi teknologi terbaru dalam bidang sains data, seperti Internet of Things (IoT), kecerdasan buatan, dan blockchain. Jurusan ini akan membekali mahasiswa dengan keterampilan dan pengetahuan yang dibutuhkan untuk menjadi ahli dalam memanfaatkan dan mengelola data secara efektif untuk menghasilkan berbagai insight dan informasi yang berharga bagi berbagai bidang industri dan ilmiah.","Jurusan Teknologi Sains Data adalah untuk orang yang menyukai analisis data, pemodelan matematika, dan pengembangan teknologi informasi. Mereka harus memiliki minat dalam statistik, komputasi, dan kecerdasan buatan untuk mengolah data secara efektif. Jurusan ini cocok bagi mereka yang ingin menjadi pakar dalam memahami pola di balik data dan mengambil keputusan berdasarkan informasi yang diperoleh. Selain itu, jurusan ini juga menuntut kemampuan dalam pemrograman dan pengelolaan basis data untuk mengelola informasi secara efisien. Para calon mahasiswa harus memiliki minat dalam eksplorasi data, problem solving, dan memiliki ketertarikan dalam dunia teknologi informasi modern.","1. Matematika Dasar
2. Data Mining
3. Statistika
4. Machine Learning
5. Big Data
6. Database Management System
7. Artificial Intelligence
8. Data Visualization
9. Data Analysis
10. Pengolahan Citra Digital",0.55,0.70,0.20,0.20,0.30,0.10,0.90,0.50,0.20,0.10,0.20,0.20,0.40,0.20,0.30,0.10,0.20
216,PENDIDIKAN TEKNOLOGI INFORMATIKA DAN KOMPUTER,644,"Jurusan Pendidikan Teknologi Informasi dan Komputer adalah salah satu jurusan yang fokus pada penerapan teknologi informasi dan komputer dalam bidang pendidikan. Para mahasiswa jurusan ini akan mempelajari berbagai konsep dan teknik terkini dalam pengembangan sistem informasi pendidikan, desain pembelajaran berbasis teknologi, serta pemanfaatan teknologi informasi dalam proses pembelajaran. Mereka juga akan dibekali dengan keterampilan dalam mengelola infrastruktur teknologi informasi di lingkungan pendidikan serta memahami aspek-aspek hukum dan etika yang terkait dengan penggunaan teknologi informasi. Jurusan ini mempersiapkan mahasiswa untuk menjadi para ahli yang mampu mengintegrasikan teknologi informasi dan komputer dalam dunia pendidikan untuk meningkatkan kualitas pembelajaran dan pengelolaan informasi.","Jurusan Pendidikan Teknologi Informatika dan Komputer adalah jurusan yang cocok untuk orang yang menyukai dunia teknologi, komputer, dan informasi. Para mahasiswa di jurusan ini akan belajar tentang pemrograman, desain grafis, jaringan komputer, keamanan data, dan berbagai macam teknologi terkini. Mereka juga akan diajarkan cara mengelola dan memanfaatkan teknologi informasi untuk berbagai kebutuhan, baik itu dalam dunia pendidikan, bisnis, maupun kesehatan. Selain itu, jurusan ini juga cocok untuk orang yang suka mencari solusi atas masalah teknis dan memecahkan tantangan yang kompleks di dunia digital.","1. Algoritma dan Pemrograman
2. Pemrograman Web
3. Basis Data
4. Grafika Komputer
5. Pemrograman Mobile
6. Jaringan Komputer
7. Keamanan Informasi
8. Sistem Operasi
9. Analisis Data
10. Kecerdasan Buatan",0.65,0.30,0.20,0.10,0.20,0.10,0.90,0.40,0.10,0.10,0.70,0.10,0.20,0.10,0.20,0.20,0.10
217,TEKNOLOGI BIOPROSES,639,"Teknologi Bioproses adalah cabang ilmu yang mempelajari proses teknologi yang menggunakan mikroorganisme, sel-sel hidup, enzim, dan bahan-bahan biologis lainnya untuk memproduksi barang-barang dan material dengan nilai tambah tinggi. Jurusan ini mengkaji tentang cara-cara mengoptimalkan proses biokimia untuk menghasilkan produk seperti biofuel, obat-obatan, bahan makanan, dan bahan kimia berbasis biologi. Selain itu, mahasiswa jurusan ini juga akan mempelajari tentang teknik-teknik rekayasa bioproses, pengendalian kualitas produk, dan penanganan limbah hasil proses biologis. Sebagai jurusan yang berbasis inovasi dan ramah lingkungan, Teknologi Bioproses memiliki peran penting dalam pengembangan industri yang berkelanjutan dan berorientasi pada pemanfaatan sumber daya alam secara bijaksana.","Jurusan Teknologi Bioproses adalah jurusan untuk orang yang menyukai ilmu pengetahuan tentang proses-proses biologi dan teknologi yang digunakan untuk menghasilkan produk-produk biologi seperti makanan, minuman, obat-obatan, dan bahan bakar. Para mahasiswa jurusan ini akan belajar tentang berbagai macam mikroorganisme, proses fermentasi, enzim, rekayasa genetika, dan aplikasi teknologi dalam pengolahan bahan-bahan alami. Mereka juga akan mendapatkan pengetahuan tentang upaya-upaya untuk mengoptimalkan proses-proses biologis agar lebih efisien dan ramah lingkungan. Jurusan ini cocok bagi mereka yang tertarik pada pengembangan teknologi yang berkelanjutan dan memiliki dampak positif bagi masyarakat.","1. Teknik Proses
2. Mikrobiologi Industri
3. Pemodelan Proses
4. Rekayasa Protein
5. Biokimia
6. Nanoteknologi
7. Bioproses Farmasi
8. Bioteknologi Lingkungan
9. Biokonversi Limbah
10. Metabolomika",0.40,0.30,0.30,0.00,0.80,0.50,0.10,0.20,0.10,0.00,0.30,0.80,0.20,0.20,0.10,0.20,0.10
218,METEOROLOGI,625.5,"Meteorologi adalah ilmu yang mempelajari tentang cuaca, iklim, fenomena alam yang terkait dengan atmosfer, serta cara untuk meramalkan perubahan-perubahan cuaca yang akan terjadi. Para ahli meteorologi mengumpulkan data-data terkait dengan kondisi atmosfer, seperti suhu, kelembaban udara, tekanan udara, angin, dan lain sebagainya untuk melakukan analisis dan membuat prediksi cuaca yang akurat. Meteorologi merupakan salah satu jurusan kuliah yang cocok bagi mereka yang tertarik dalam memahami dan mengelola fenomena alam yang berkaitan dengan atmosfer serta memiliki minat dalam pengamatan dan penelitian ilmiah. Para lulusan jurusan meteorologi dapat bekerja di berbagai bidang, mulai dari lembaga penelitian dan pengembangan, badan meteorologi, hingga industri energi dan transportasi yang membutuhkan informasi cuaca yang akurat.","Jurusan METEOROLOGI cocok untuk orang yang tertarik dalam mempelajari cuaca dan iklim serta memiliki kemampuan dalam analisis data, pemodelan, dan prediksi cuaca. Jurusan ini juga cocok untuk orang yang ingin bekerja di bidang pengamatan dan prediksi cuaca serta mengambil bagian dalam upaya mitigasi bencana alam yang disebabkan oleh perubahan cuaca dan iklim.","1. Klimatologi
2. Hidrologi
3. Agrometeorologi
4. Oseanografi
5. Meteorologi Penerbangan
6. Instrumentasi Meteorologi
7. Geofisika
8. Remote Sensing
9. Klimatologi Pertanian
10. Meteorologi Sumber Daya Alam",0.30,0.90,0.70,0.00,0.10,0.10,0.40,0.00,0.00,0.00,0.00,0.10,0.00,0.20,0.00,0.10,0.00
219,OSEANOGRAFI,615.8,"Oseanografi adalah studi tentang lautan dan semua isinya, termasuk organisme laut, proses geologis di dasar laut, serta interaksi antara lautan dengan atmosfer, benua, dan kehidupan manusia. Jurusan oseanografi membahas berbagai aspek terkait dengan lautan, mulai dari dinamika laut, iklim laut, polusi laut, ekosistem laut, sumber daya laut, hingga konservasi laut. Para mahasiswa oseanografi belajar tentang berbagai metode pengukuran dan analisis untuk memahami fenomena yang terjadi di laut, serta berbagai teknologi yang digunakan untuk melakukan penelitian di lautan. Dengan demikian, mereka dapat berkontribusi dalam menjaga keberlangsungan lingkungan laut dan sumber daya laut serta mengembangkan solusi untuk mengatasi berbagai tantangan yang dihadapi oleh lautan dan kelautan di masa depan.","Jurusan ini cocok untuk para siswa atau mahasiswa yang tertarik dengan ilmu pengetahuan tentang samudra dan laut, serta ingin mempelajari berbagai aspek yang terkait dengan bidang oseanografi seperti keberagaman hayati laut, dinamika laut, polusi laut, dan lain sebagainya.","1. Hidrodinamika
2. Oceanografi Kimia
3. Ekologi Laut
4. Metode Penelitian Kelautan
5. Sains Kelautan
6. Meteorologi Laut
7. Biologi Laut
8. Pengelolaan Sumberdaya Kelautan
9. Pemanfaatan Sumberdaya Laut
10. Manajemen Pesisir",0.40,0.50,0.70,0.00,0.70,0.20,0.20,0.10,0.00,0.00,0.00,0.30,0.00,0.30,0.00,0.00,0.00
