NAMA,PEMINAT 2023,Description,Mata Kuliah,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Teknologi,Bisnis dan Ekonomi,Seni,Sastra dan Linguistik,Pendidikan,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum,highest
"SEKOLAH ARSITEKTUR, PERENCANAAN DAN PENGEMBANGAN KEBIJAKAN (SAPPK)",1277,"Jurusan kuliah SEKOLAH ARSITEKTUR, PERENCANAAN DAN PENGEMBANGAN KEBIJAKAN (SAPPK) adalah sebuah program studi yang mencakup bidang arsitektur, perencanaan, dan pengembangan kebijakan. Jurusan ini memberikan pemahaman mendalam tentang bagaimana merancang bangunan dan lingkungan yang berkesinambungan, serta menjadi tempat dimana kebijakan-kebijakan penting dalam berbagai bidang dapat dirancang dan dievaluasi.

Mahasiswa jurusan ini akan mempelajari berbagai keterampilan praktis, seperti desain arsitektur, perencanaan tata kota, analisis kebijakan publik, dan manajemen proyek. Mereka juga akan belajar tentang isu-isu terkini dalam bidang arsitektur, perencanaan tata kota, dan pengembangan kebijakan, serta dapat mengembangkan keterampilan memecahkan masalah kompleks dan berpikir kritis.

Dengan demikian, lulusan jurusan SEKOLAH ARSITEKTUR, PERENCANAAN DAN PENGEMBANGAN KEBIJAKAN (SAPPK) diharapkan dapat menjadi profesional yang mampu memberikan kontribusi positif dalam merancang bangunan yang berkelanjutan, mengembangkan kebijakan publik yang efektif, serta berperan dalam pembangunan yang berkelanjutan dan berkeadilan.","1. Analisis Kebijakan Publik
2. Teori Perencanaan Pembangunan
3. Desain Arsitektur Lansekap
4. Ekonometrika
5. Kajian Lingkungan
6. Teori Perencanaan Perkotaan
7. Manajemen Proyek
8. Arsitektur Vernakular
9. Ekonomi Regional
10. Kebijakan Publik dan Pembangunan",0.2,0.3,0.1,0.3,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.5,0.1,0.6,0.0,0.0,0.0,15
"PEND. BAHASA, SASTRA INDONESIA & DAERAH",1270,"Pendidikan Bahasa, Sastra Indonesia, dan Sastra Daerah adalah jurusan kuliah yang mengkaji dan mempelajari berbagai aspek terkait dengan bahasa, sastra, dan budaya Indonesia. Mahasiswa jurusan ini akan belajar tentang sejarah perkembangan bahasa Indonesia, sastra Indonesia klasik dan modern, serta sastra daerah dari berbagai daerah di Indonesia. Mereka juga akan mempelajari metode pengajaran bahasa dan sastra serta menganalisis karya sastra untuk memahami nilai-nilai budaya yang terkandung di dalamnya. Jurusan ini memberikan kesempatan bagi mahasiswa untuk mendalami khazanah budaya Indonesia dan menjadi tenaga pendidik atau peneliti yang mampu melestarikan warisan budaya bangsa.","1. Bahasa Indonesia
2. Sastra Indonesia
3. Sastra Daerah
4. Bahasa Daerah
5. Linguistik
6. Fonetik
7. Morfologi
8. Pragmatik
9. Sosiolinguistik
10. Struktur Bahasa",0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.4,1.0,0.8,0.1,0.0,0.0,0.3,0.2,0.0,10
PPKN,1270,"Pendidikan Pendidikan dan Konseling (PPKN) adalah salah satu jurusan kuliah yang berfokus pada pendidikan dan konseling. Jurusan ini mempersiapkan mahasiswa untuk menjadi pendidik dan konselor yang kompeten dalam membantu individu untuk mencapai potensi mereka secara maksimal. Mahasiswa PPKN akan mempelajari berbagai teori dan praktik dalam bidang pendidikan, psikologi, dan konseling untuk memahami dan membantu individu dalam mengatasi masalah serta meraih tujuan pendidikan mereka. Selain itu, mahasiswa PPKN juga akan belajar mengembangkan keterampilan dalam mengelola kelas, merencanakan pembelajaran yang efektif, serta memberikan bimbingan kepada individu dalam menyelesaikan masalah pribadi atau akademis. Dengan demikian, lulusan PPKN diharapkan dapat memberikan kontribusi yang positif dalam bidang pendidikan dan konseling untuk membantu masyarakat dalam mencapai kesejahteraan dan keberhasilan personal.","1. Pengantar Ilmu Pendidikan
2. Pendidikan Pancasila
3. Pendidikan Kewarganegaraan
4. Hukum Tata Negara
5. Hukum dan Hak Asasi Manusia
6. Pendidikan Anti Korupsi
7. Teori dan Praktik Demokrasi
8. Metode Penelitian Pendidikan Kewarganegaraan
9. Sosiologi Politik
10. Filsafat Pancasila",0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.5,0.2,0.7,0.9,11
BISNIS,1268," Bisnis adalah bidang studi yang berkaitan dengan pengelolaan perusahaan, analisis pasar, strategi pemasaran, keuangan, dan manajemen sumber daya manusia. Jurusan bisnis membantu mahasiswa untuk memahami bagaimana organisasi beroperasi, bagaimana mempengaruhi pasar, dan bagaimana mengambil keputusan strategis untuk mencapai tujuan perusahaan. Materi kuliah dalam jurusan bisnis meliputi manajemen, akuntansi, pemasaran, ekonomi, dan sumber daya manusia. Mahasiswa juga akan belajar tentang teknologi informasi, etika bisnis, dan pengembangan strategi untuk memenangkan persaingan dalam pasar global yang kompetitif. Jurusan bisnis sangat penting karena memberikan dasar pengetahuan yang diperlukan untuk menjadi seorang pemimpin yang sukses dalam dunia bisnis.","1. Ekonomi
2. Akuntansi
3. Manajemen
4. Pemasaran
5. Keuangan
6. Sumber Daya Manusia
7. Perbankan
8. Bisnis Internasional
9. Kewirausahaan
10. Studi Pengembangan Bisnis",0.4,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.4,7
PENDIDIKAN IPS,1211,"PENDIDIKAN IPS adalah salah satu jurusan kuliah yang fokus pada bidang studi Ilmu Pengetahuan Sosial (IPS). Mahasiswa yang mengambil jurusan ini akan belajar tentang berbagai konsep dan teori dalam ilmu sosial seperti sejarah, ilmu politik, sosiologi, ekonomi, dan geografi. Mereka juga akan mempelajari metode pengajaran dan pembelajaran yang efektif untuk mata pelajaran IPS di sekolah.

Selain itu, mahasiswa PENDIDIKAN IPS juga akan diajarkan untuk menjadi seorang pendidik yang bertanggung jawab dalam menyampaikan materi pelajaran yang relevan dan menarik bagi siswa. Mereka akan dipersiapkan untuk menjadi guru IPS yang kompeten dan memiliki pemahaman mendalam tentang isu-isu sosial yang terjadi dalam masyarakat.

Jurusan PENDIDIKAN IPS juga mengajarkan mahasiswa tentang pentingnya pendidikan kewarganegaraan, keberagaman budaya, dan toleransi dalam masyarakat. Melalui program studi ini, mahasiswa diharapkan dapat membantu membangun generasi penerus yang cerdas, kritis, dan memiliki kepedulian terhadap lingkungan sekitar. Dengan demikian, PENDIDIKAN IPS menjadi pilihan yang tepat bagi mereka yang memiliki minat dalam bidang ilmu sosial dan ingin berkontribusi dalam dunia pendidikan.","1. Sejarah Indonesia
2. Sosiologi
3. Geografi
4. Ekonomi
5. Politik
6. Antropologi
7. Hukum
8. Statistika
9. Kependudukan
10. Globalisasi",0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.8,0.0,0.0,0.5,0.4,0.7,0.7,11
BIOTEKNOLOGI,1187,"Biologi dan Teknologi (Biotechnology) adalah bidang studi yang menggabungkan ilmu biologi dengan teknologi dalam rangka mengembangkan solusi untuk berbagai masalah kesehatan, lingkungan, dan industri. Jurusan ini membahas tentang aplikasi teknologi untuk memahami dan memanfaatkan proses biologi, seperti rekayasa genetika, bioproses, bioinformatika, dan biomedis. Para mahasiswa jurusan ini akan belajar tentang cara mengkombinasikan prinsip-prinsip biologi dengan teknik-teknik yang ada, sehingga dapat menciptakan inovasi-inovasi baru yang dapat membantu memecahkan tantangan-tantangan global. Dengan demikian, jurusan Biologi dan Teknologi mempersiapkan mahasiswa untuk berkontribusi dalam pengembangan ilmu pengetahuan dan teknologi yang berhubungan dengan biologi secara berkelanjutan.","1. Biokimia
2. Genetika
3. Mikrobiologi
4. Rekayasa Genetika
5. Analisis Kimia
6. Ilmu Lingkungan
7. Pemodelan Molekuler
8. Bioproses
9. Bioteknologi Pangan
10. Farmakologi Genomiks",0.2,0.7,0.2,0.0,0.9,0.5,0.3,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,5
ADMINISTRASI KESEHATAN,1179," ADMINISTRASI KESEHATAN adalah program studi yang bertujuan untuk memberikan pengetahuan dan keterampilan dalam mengelola berbagai aspek administrasi di bidang kesehatan. Para mahasiswa akan mempelajari tentang manajemen administrasi, kebijakan kesehatan, sistem informasi kesehatan, serta perencanaan dan evaluasi program kesehatan. Selain itu, mereka juga akan diajarkan tentang etika dan hukum dalam praktik kesehatan, serta keterampilan komunikasi dan kepemimpinan yang diperlukan untuk bekerja di industri kesehatan. Program ini akan mempersiapkan mahasiswa untuk bekerja sebagai administrator kesehatan di rumah sakit, pusat kesehatan, badan pemerintah yang mengatur kesehatan, atau perusahaan farmasi dan bioteknologi.","1. Manajemen Kesehatan
2. Sistem Informasi Kesehatan
3. Biostatistika
4. Kebijakan Kesehatan
5. Manajemen Penyakit
6. Epidemiologi
7. Promosi Kesehatan
8. Sistem Kesehatan
9. Etika Kesehatan
10. Administrasi Rumah Sakit",0.1,0.2,0.0,0.2,0.1,0.1,0.3,0.5,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,14
PENDIDIKAN LUAR BIASA,1177,"Jurusan Pendidikan Luar Biasa adalah jurusan yang mempelajari cara memberikan pendidikan kepada individu yang memiliki kebutuhan pendidikan khusus, seperti anak-anak dengan gangguan belajar, autisme, atau cacat fisik. Para mahasiswa jurusan ini akan mempelajari strategi pembelajaran yang dapat disesuaikan dengan kebutuhan individu tersebut, serta metode evaluasi untuk mengukur perkembangan dan kemajuan mereka. Selain itu, mereka juga akan mempelajari keterampilan komunikasi dan kerjasama dengan berbagai pihak terkait, seperti orang tua dan tenaga medis, untuk menciptakan lingkungan pendidikan yang inklusif dan mendukung perkembangan optimal anak-anak dengan kebutuhan khusus. Jurusan ini mempersiapkan mahasiswa untuk menjadi pendidik yang peduli, sensitif, dan dapat memberikan kontribusi positif bagi perkembangan individu dengan kebutuhan pendidikan khusus.","1. Kecerdasan Buatan
2. Pengenalan Penyandang Disabilitas
3. Strategi Pembelajaran Diferensial
4. Psikologi Pendidikan
5. Evaluasi Pendidikan Khusus
6. Manajemen Kelas Inklusif
7. Konseling Pendidikan
8. Metode Pembelajaran Kolaboratif
9. Terapi Wicara
10. Teknologi Asistif dan Adaptif",0.1,0.2,0.1,0.3,0.3,0.1,0.7,0.0,0.0,0.1,0.8,0.0,0.2,0.0,0.5,0.0,0.0,11
SEKOLAH TEKNIK ELEKTRO DAN INFORMATIKA - REKAYASA (STEI-R),1174,"Jurusan Kuliah Teknik Elektro dan Informatika - Rekayasa (STEI-R) merupakan salah satu jurusan di Sekolah Teknik Elektro dan Informatika yang memiliki fokus dalam bidang rekayasa teknologi. Jurusan ini memberikan pendidikan serta pelatihan dalam pengembangan dan perancangan sistem elektronika dan komputer, serta penerapan teknologi informasi dalam berbagai bidang. Mahasiswa jurusan ini akan mempelajari berbagai konsep dan teknologi terbaru dalam industri elektronika dan informatika, serta memiliki keterampilan dalam merancang, mengembangkan, dan mengimplementasikan solusi teknologi untuk memecahkan berbagai masalah yang kompleks. Dengan kurikulum yang terus dikembangkan sesuai dengan perkembangan industri, lulusan jurusan ini diharapkan mampu menjadi ahli profesional yang kompeten dalam bidang teknologi elektronika dan informatika.","1. Teknik Digital
2. Algoritma dan Pemrograman
3. Basis Data
4. Sistem Operasi
5. Jaringan Komputer
6. Bahasa Inggris
7. Kalkulus
8. Fisika Dasar
9. Logika Informatika
10. Sistem Informasi",0.9,0.5,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,8
PENDIDIKAN GURU PAUD,1171,"""Pendidikan Guru PAUD adalah jurusan kuliah yang fokus pada pembelajaran dan pengembangan anak usia dini serta metode pembelajaran yang tepat untuk anak-anak pra-sekolah. Mahasiswa di jurusan ini akan mempelajari teori-teori pendidikan dan psikologi perkembangan anak, serta praktek pengajaran langsung di lembaga-lembaga PAUD atau taman kanak-kanak. Tujuan utama dari jurusan ini adalah untuk membekali calon guru dengan pengetahuan dan keterampilan yang dibutuhkan untuk membantu anak usia dini dalam pertumbuhan dan perkembangannya secara optimal.""","1. Pendidikan Anak Usia Dini
2. Psikologi Pendidikan
3. Metodologi Pembelajaran
4. Pendidikan Matematika Anak Usia Dini
5. Bahasa Inggris Anak Usia Dini
6. Pengembangan Kurikulum PAUD
7. Pendidikan Seni dan Kreativitas Anak Usia Dini
8. Kesehatan dan Gizi Anak Usia Dini
9. Pendidikan Agama Anak Usia Dini
10. Manajemen Kelas PAUD",0.4,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.7,0.4,0.8,0.0,0.2,0.0,0.4,0.0,0.0,11
DESAIN INTERIOR,1167,"Desain Interior adalah jurusan yang mempelajari tentang cara merancang ruang dan mengatur elemen-elemen di dalamnya untuk menciptakan lingkungan yang fungsional dan estetis. Mahasiswa jurusan ini akan belajar tentang prinsip desain, pemilihan material, penataan furniture, pencahayaan, serta berbagai teknik presentasi visual untuk mengekspresikan ide-ide desain mereka. Selain itu, mereka juga akan mempelajari tentang sejarah desain interior, tren terkini, serta prinsip-prinsip keberlanjutan dalam desain. Dengan gelar dalam Desain Interior, lulusan dapat bekerja di berbagai industri, seperti perusahaan desain, perusahaan konstruksi, perhotelan, real estat, hingga industri entertainment.","1. Desain Interior Digital
2. Konstruksi dan Mekanisme Bangunan
3. Material dan Teknologi Bangunan
4. Desain Furniture
5. Komunikasi Visual
6. Desain Ruang Publik
7. Desain Cahaya
8. Desain Landskap
9. Etika Profesi
10. Praktikum Desain Interior",0.5,0.3,0.2,0.2,0.0,0.0,0.5,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,9
PENDIDIKAN BIMBINGAN DAN KONSELING,1164,"Jurusan Pendidikan Bimbingan dan Konseling merupakan program studi yang fokus pada pembelajaran dan pengembangan individu dalam konteks pendidikan. Jurusan ini memiliki tujuan utama untuk memberikan bimbingan dan konseling kepada individu, baik dalam hal hal personal, akademik, maupun karir. Selain itu, mahasiswa jurusan ini juga belajar mengenai teori-teori psikologis, teknik konseling, serta metodologi pendidikan yang dapat diterapkan dalam praktik sehari-hari. Dengan demikian, lulusan dari jurusan Pendidikan Bimbingan dan Konseling diharapkan dapat membantu individu untuk mencapai potensi penuh mereka dan meraih kesuksesan dalam kehidupan mereka.","1. Psikologi perkembangan
2. Konseling individual
3. Komunikasi interpersonal
4. Asesmen dan evaluasi
5. Etika dan kode etik
6. Teori konseling
7. Konseling kelompok
8. Penelitian dalam bimbingan dan konseling
9. Konseling karir
10. Konseling keluarga",0.1,0.4,0.0,0.7,0.2,0.1,0.1,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.8,0.0,0.0,11
AGROTEKNOLOGI / AGROEKOTEKNOLOGI,1163,"Jurusan Agroteknologi atau Agroekoteknologi merupakan program studi yang menggabungkan bidang pertanian, teknologi, dan ekologi untuk menciptakan solusi berkelanjutan dalam pengelolaan sumber daya alam dan produksi pertanian. Mahasiswa dalam jurusan ini akan mempelajari berbagai teknik pertanian modern, manajemen agribisnis, pemuliaan tanaman, ilmu tanah, dan praktik pengelolaan lingkungan yang ramah lingkungan.

Dengan kemajuan teknologi dan pertumbuhan populasi yang terus meningkat, jurusan Agroteknologi atau Agroekoteknologi memiliki peran yang strategis dalam memastikan ketersediaan pangan yang cukup bagi masyarakat. Lulusan dari jurusan ini akan memiliki kemampuan untuk mengembangkan inovasi teknologi pertanian, merancang sistem pertanian yang efisien, serta memperhatikan keberlanjutan lingkungan dalam setiap langkah produksi pertanian.

Dengan demikian, jurusan Agroteknologi atau Agroekoteknologi memberikan peluang karir yang luas di berbagai sektor terkait pertanian dan lingkungan, seperti perusahaan pertanian, lembaga riset pertanian, konsultan lingkungan, serta instansi pemerintah dalam mengelola sumber daya alam dan produksi pertanian secara berkelanjutan.","1. Pengelolaan Tanah
2. Ilmu Hama dan Penyakit Tanaman
3. Agroklimatologi
4. Agroekologi
5. Pemuliaan Tanaman
6. Sumberdaya Lahan
7. Agrometeorologi
8. Teknologi Hasil Pertanian
9. Konservasi Tanah dan Air
10. Penyuluhan Pertanian",0.1,0.3,0.1,0.0,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.1,13
ILMU LINGKUNGAN,1151,"Ilmu Lingkungan adalah studi multidisiplin yang mempelajari interaksi antara manusia dan lingkungan alam. Jurusan ini mencakup berbagai aspek seperti konservasi sumber daya alam, pengelolaan limbah, mitigasi dampak lingkungan, dan kebijakan lingkungan. Mahasiswa Ilmu Lingkungan akan belajar tentang cara menjaga keberlanjutan lingkungan hidup, memahami perubahan iklim, mempelajari teknologi ramah lingkungan, dan merancang strategi untuk mengatasi masalah lingkungan global. Jurusan ini memiliki peran penting dalam memberikan solusi untuk tantangan lingkungan yang dihadapi oleh dunia saat ini, seperti polusi udara, pengurangan biodiversitas, dan perubahan iklim. Dengan latar belakang ilmu lingkungan, lulusan jurusan ini dapat bekerja di berbagai industri dan lembaga untuk menjaga kelestarian lingkungan hidup bagi generasi mendatang.","1. Kimia Lingkungan
2. Biologi Lingkungan
3. Fisika Lingkungan
4. Geografi Lingkungan
5. Kesehatan Lingkungan
6. Hidrologi Lingkungan
7. Manajemen Lingkungan
8. Evaluasi Dampak Lingkungan
9. Pemodelan Lingkungan
10. Pengelolaan Sumber Daya Alam",0.4,0.5,0.4,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.6,0.2,0.0,0.4,13
PGSD KAMPUS BUMI SILIWANGI,1151,"PGSD KAMPUS BUMI SILIWANGI is a department of education that focuses on preparing students to become professional educators in the field of primary education. Students in this department learn various teaching methods, child development theories, and education policies to equip them with the necessary knowledge and skills to become successful teachers. With a strong foundation in education and hands-on teaching experience, graduates from PGSD KAMPUS BUMI SILIWANGI are well-prepared to positively impact the lives of young learners and contribute to the improvement of the education system.","1. Pendidikan Matematika
2. Pendidikan Biologi
3. Pendidikan Fisika
4. Pendidikan Kimia
5. Pendidikan Teknik Informatika
6. Pendidikan Bahasa Inggris
7. Pendidikan Sosiologi
8. Pendidikan Sejarah
9. Pendidikan Geografi
10. Pendidikan Ekonomi",0.2,0.2,0.1,0.4,0.1,0.1,0.2,0.1,0.4,0.3,0.9,0.2,0.1,0.2,0.4,0.4,0.1,11
MANAJEMEN KOMUNIKASI,1148,"MANAJEMEN KOMUNIKASI adalah sebuah jurusan kuliah yang membahas tentang strategi dan teknik manajemen dalam berkomunikasi. Jurusan ini mempelajari berbagai teori komunikasi, media massa, public relations, dan teknologi informasi yang berperan dalam proses komunikasi antara individu, kelompok, dan organisasi. Mahasiswa jurusan Manajemen Komunikasi akan diajarkan keterampilan untuk mengelola informasi, meningkatkan citra perusahaan, dan memahami kebutuhan komunikasi masyarakat. Mereka juga akan belajar tentang penggunaan media sosial, penulisan komunikasi berbagai jenis, serta berbagai strategi komunikasi untuk mencapai tujuan organisasi atau perusahaan. Jurusan ini membekali mahasiswanya dengan pengetahuan dan keterampilan yang penting dalam dunia kerja yang kini semakin berkembang pesat dalam hal komunikasi.","1. Teori Komunikasi
2. Psikologi Komunikasi
3. Etika Komunikasi
4. Hukum Komunikasi
5. Jurnalistik
6. Public Relations
7. Komunikasi Organisasi
8. Teknologi Komunikasi
9. Komunikasi Pemasaran
10. Riset Komunikasi",0.1,0.2,0.0,0.3,0.1,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.2,16
JURNALISTIK,1142,"Jurusan Studi Jurnalistik adalah program studi yang mempersiapkan mahasiswa untuk menjadi seorang jurnalis profesional. Mahasiswa belajar tentang berbagai macam teknik dan keterampilan jurnalistik, termasuk penulisan berita, penyuntingan, wawancara, investigasi, fotografi jurnalistik, dan penyiaran.

Selain itu, mahasiswa juga akan belajar tentang etika dan tanggung jawab jurnalistik, serta memiliki pemahaman yang mendalam mengenai bidang komunikasi dan media massa. Jurusan ini sangat cocok bagi mereka yang memiliki minat dalam bidang menulis, menganalisis informasi, dan berkomunikasi dengan masyarakat.

Lulusan jurusan Jurnalistik memiliki peluang karir yang sangat luas, seperti menjadi wartawan di media cetak, broadcast, atau online, editor, produser, reporter lapangan, atau manajer media sosial. Mereka juga dapat bekerja di lembaga pemerintah, organisasi non-profit, atau perusahaan swasta yang membutuhkan keterampilan komunikasi yang kuat.","1. Jurnalisme Televisi
2. Jurnalisme Online
3. Jurnalisme Investigasi
4. Jurnalisme Video
5. Jurnalisme Multimedia
6. Jurnalisme Periklanan
7. Jurnalisme Kreatif
8. Jurnalisme Opini
9. Jurnalisme Radio
10. Jurnalisme Foto",0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.8,0.7,0.3,16
BAHASA DAN KEBUDAYAAN KOREA,1130," Bahasa dan Kebudayaan Korea adalah jurusan kuliah yang mempelajari bahasa Korea serta budaya dan sejarah Korea secara mendalam. Mahasiswa dalam jurusan ini akan belajar tentang tata bahasa, kosakata, dan keterampilan berbicara dalam bahasa Korea, serta memahami aspek-aspek penting dalam kebudayaan Korea seperti tradisi, seni, musik, dan sistem nilai yang dominan. Selain itu, mahasiswa juga akan mempelajari sejarah Korea mulai dari zaman kuno sampai era modern, serta pemahaman tentang hubungan Korea dengan negara-negara lain di dunia. Jurusan ini memberikan kesempatan bagi para mahasiswa untuk menjadi ahli dalam bahasa dan kebudayaan Korea, serta membuka peluang karir di berbagai bidang seperti pendidikan, diplomasi, pariwisata, dan industri hiburan.","1. Sejarah Korea
2. Bahasa Korea
3. Kajian Budaya Korea
4. Sastra Korea
5. Seni Tradisional Korea
6. Politik Korea
7. Ekonomi Korea
8. Hukum Korea
9. Hubungan Internasional Korea
10. Pariwisata Korea",0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.6,0.6,1.0,0.6,0.0,0.0,0.0,0.5,0.6,0.7,10
